#Gene-ID,Chr,Strand,Start,End,Count,Length,RPKM,#-exons,#-expr-exons(>10 reads),Transcripts
SYNPCC7002_A0076,Synechococcus_chromo_NC_010475,+,82165,82413,581,248,193.04,1,1,SYNPCC7002_A0076
SYNPCC7002_A0077,Synechococcus_chromo_NC_010475,+,82481,82723,649,242,220.98,1,1,SYNPCC7002_A0077
SYNPCC7002_A0078,Synechococcus_chromo_NC_010475,-,82844,83233,2945,389,623.81,1,1,SYNPCC7002_A0078
SYNPCC7002_A0079,Synechococcus_chromo_NC_010475,-,83336,83683,776,347,184.27,1,1,SYNPCC7002_A0079
SYNPCC7002_A0080,Synechococcus_chromo_NC_010475,-,83787,84586,134,799,13.82,1,1,SYNPCC7002_A0080
SYNPCC7002_A0081,Synechococcus_chromo_NC_010475,-,84600,84794,123,194,52.24,1,1,SYNPCC7002_A0081
SYNPCC7002_A0082,Synechococcus_chromo_NC_010475,-,84870,85562,748,692,89.07,1,1,SYNPCC7002_A0082
SYNPCC7002_A0083,Synechococcus_chromo_NC_010475,-,85586,86875,1502,1289,96.01,1,1,SYNPCC7002_A0083
SYNPCC7002_A0084,Synechococcus_chromo_NC_010475,+,86991,87764,120,773,12.79,1,1,SYNPCC7002_A0084
SYNPCC7002_A0085,Synechococcus_chromo_NC_010475,+,87845,88510,34,665,4.21,1,1,SYNPCC7002_A0085
SYNPCC7002_A0086,Synechococcus_chromo_NC_010475,-,88528,89505,228,977,19.23,1,1,SYNPCC7002_A0086
SYNPCC7002_A0087,Synechococcus_chromo_NC_010475,+,89652,90917,356,1265,23.19,1,1,SYNPCC7002_A0087
SYNPCC7002_A0088,Synechococcus_chromo_NC_010475,+,90933,91235,60,302,16.37,1,1,SYNPCC7002_A0088
SYNPCC7002_A0089,Synechococcus_chromo_NC_010475,+,91267,91764,399,497,66.15,1,1,SYNPCC7002_A0089
SYNPCC7002_A0090,Synechococcus_chromo_NC_010475,+,91804,92343,660,539,100.9,1,1,SYNPCC7002_A0090
SYNPCC7002_A0091,Synechococcus_chromo_NC_010475,-,92387,93304,484,917,43.49,1,1,SYNPCC7002_A0091
SYNPCC7002_A0092,Synechococcus_chromo_NC_010475,-,93327,94130,471,803,48.33,1,1,SYNPCC7002_A0092
SYNPCC7002_A0093,Synechococcus_chromo_NC_010475,-,94161,94553,613,392,128.85,1,1,SYNPCC7002_A0093
SYNPCC7002_A0094,Synechococcus_chromo_NC_010475,-,94538,95278,308,740,34.3,1,1,SYNPCC7002_A0094
SYNPCC7002_A0095,Synechococcus_chromo_NC_010475,+,95582,96871,10414,1289,665.71,1,1,SYNPCC7002_A0095
SYNPCC7002_A0096,Synechococcus_chromo_NC_010475,-,96991,97545,103,554,15.32,1,1,SYNPCC7002_A0096
SYNPCC7002_A0097,Synechococcus_chromo_NC_010475,+,98194,99582,1584,1388,94.03,1,1,SYNPCC7002_A0097
SYNPCC7002_A0098,Synechococcus_chromo_NC_010475,+,99746,100627,941,881,88.01,1,1,SYNPCC7002_A0098
SYNPCC7002_A0099,Synechococcus_chromo_NC_010475,+,100643,101380,323,737,36.11,1,1,SYNPCC7002_A0099
SYNPCC7002_A0100,Synechococcus_chromo_NC_010475,+,101517,101590,56579,73,63863.06,1,1,SYNPCC7002_A0100
SYNPCC7002_A0101,Synechococcus_chromo_NC_010475,+,101724,103730,2705,2006,111.11,1,1,SYNPCC7002_A0101
SYNPCC7002_A0102,Synechococcus_chromo_NC_010475,-,103727,103864,97,137,58.34,1,1,SYNPCC7002_A0102
SYNPCC7002_A0103,Synechococcus_chromo_NC_010475,-,103895,104227,634,332,157.35,1,1,SYNPCC7002_A0103
SYNPCC7002_A0104,Synechococcus_chromo_NC_010475,-,104356,105300,992,944,86.59,1,1,SYNPCC7002_A0104
SYNPCC7002_A0105,Synechococcus_chromo_NC_010475,-,105340,106806,1363,1466,76.61,1,1,SYNPCC7002_A0105
SYNPCC7002_A0106,Synechococcus_chromo_NC_010475,+,107108,108124,7372,1016,597.87,1,1,SYNPCC7002_A0106
SYNPCC7002_A0107,Synechococcus_chromo_NC_010475,-,108257,108601,484,344,115.93,1,1,SYNPCC7002_A0107
SYNPCC7002_A0108,Synechococcus_chromo_NC_010475,-,108852,109724,286,872,27.03,1,1,SYNPCC7002_A0108
SYNPCC7002_A0109,Synechococcus_chromo_NC_010475,+,109795,110373,480,578,68.43,1,1,SYNPCC7002_A0109
SYNPCC7002_A0110,Synechococcus_chromo_NC_010475,+,110430,111740,2905,1310,182.72,1,1,SYNPCC7002_A0110
SYNPCC7002_A0111,Synechococcus_chromo_NC_010475,+,111795,111911,16,116,11.37,1,1,SYNPCC7002_A0111
SYNPCC7002_A0112,Synechococcus_chromo_NC_010475,-,111950,112462,12081,512,1944.24,1,1,SYNPCC7002_A0112
SYNPCC7002_A0113,Synechococcus_chromo_NC_010475,-,112709,113413,59,704,6.91,1,1,SYNPCC7002_A0113
SYNPCC7002_A0114,Synechococcus_chromo_NC_010475,+,113548,114129,253,581,35.88,1,1,SYNPCC7002_A0114
SYNPCC7002_A0115,Synechococcus_chromo_NC_010475,+,114276,116504,4309,2228,159.36,1,1,SYNPCC7002_A0115
SYNPCC7002_A0116,Synechococcus_chromo_NC_010475,-,116526,117704,116,1178,8.11,1,1,SYNPCC7002_A0116
SYNPCC7002_A0117,Synechococcus_chromo_NC_010475,+,118054,118548,1590,494,265.21,1,1,SYNPCC7002_A0117
SYNPCC7002_A0118,Synechococcus_chromo_NC_010475,-,118649,119449,569,800,58.61,1,1,SYNPCC7002_A0118
SYNPCC7002_A0119,Synechococcus_chromo_NC_010475,+,119567,119926,534,359,122.56,1,1,SYNPCC7002_A0119
SYNPCC7002_A0120,Synechococcus_chromo_NC_010475,-,120060,121814,1322,1754,62.1,1,1,SYNPCC7002_A0120
SYNPCC7002_A0121,Synechococcus_chromo_NC_010475,-,121880,123379,1006,1499,55.3,1,1,SYNPCC7002_A0121
SYNPCC7002_A0122,Synechococcus_chromo_NC_010475,-,123484,124035,248,551,37.09,1,1,SYNPCC7002_A0122
SYNPCC7002_A0123,Synechococcus_chromo_NC_010475,+,124239,125600,1021,1361,61.81,1,1,SYNPCC7002_A0123
SYNPCC7002_A0124,Synechococcus_chromo_NC_010475,+,125648,126877,244,1229,16.36,1,1,SYNPCC7002_A0124
SYNPCC7002_A0125,Synechococcus_chromo_NC_010475,-,126983,127825,342,842,33.47,1,1,SYNPCC7002_A0125
SYNPCC7002_A0126,Synechococcus_chromo_NC_010475,-,128441,129100,126,659,15.75,1,1,SYNPCC7002_A0126
SYNPCC7002_A0127,Synechococcus_chromo_NC_010475,-,129138,129524,30,386,6.4,1,1,SYNPCC7002_A0127
SYNPCC7002_A0128,Synechococcus_chromo_NC_010475,-,129535,129978,45,443,8.37,1,1,SYNPCC7002_A0128
SYNPCC7002_A0129,Synechococcus_chromo_NC_010475,+,130195,130581,4307,386,919.4,1,1,SYNPCC7002_A0129
SYNPCC7002_A0130,Synechococcus_chromo_NC_010475,-,130653,131291,93,638,12.01,1,1,SYNPCC7002_A0130
SYNPCC7002_A0131,Synechococcus_chromo_NC_010475,-,131288,131704,263,416,52.09,1,1,SYNPCC7002_A0131
SYNPCC7002_A0132,Synechococcus_chromo_NC_010475,-,131704,131988,681,284,197.58,1,1,SYNPCC7002_A0132
SYNPCC7002_A0133,Synechococcus_chromo_NC_010475,+,132167,133045,247,878,23.18,1,1,SYNPCC7002_A0133
SYNPCC7002_A0134,Synechococcus_chromo_NC_010475,-,133052,134653,154,1601,7.93,1,1,SYNPCC7002_A0134
SYNPCC7002_A0135,Synechococcus_chromo_NC_010475,+,134875,135063,1910,188,837.13,1,1,SYNPCC7002_A0135
SYNPCC7002_A0136,Synechococcus_chromo_NC_010475,+,135206,135682,356,476,61.63,1,1,SYNPCC7002_A0136
SYNPCC7002_A0137,Synechococcus_chromo_NC_010475,+,135782,135853,19619,71,22768.57,1,1,SYNPCC7002_A0137
SYNPCC7002_A0138,Synechococcus_chromo_NC_010475,+,136031,138442,1253,2411,42.82,1,1,SYNPCC7002_A0138
SYNPCC7002_A0139,Synechococcus_chromo_NC_010475,-,138439,139122,245,683,29.56,1,1,SYNPCC7002_A0139
SYNPCC7002_A0140,Synechococcus_chromo_NC_010475,-,139328,139741,13960,413,2785.18,1,1,SYNPCC7002_A0140
SYNPCC7002_A0141,Synechococcus_chromo_NC_010475,-,139947,142412,25595,2465,855.57,1,1,SYNPCC7002_A0141
SYNPCC7002_A0142,Synechococcus_chromo_NC_010475,-,142542,142913,126,371,27.98,1,1,SYNPCC7002_A0142
SYNPCC7002_A0143,Synechococcus_chromo_NC_010475,-,142940,143542,344,602,47.08,1,1,SYNPCC7002_A0143
SYNPCC7002_A0144,Synechococcus_chromo_NC_010475,+,143821,145422,450,1601,23.16,1,1,SYNPCC7002_A0144
SYNPCC7002_A0145,Synechococcus_chromo_NC_010475,+,145445,146026,116,581,16.45,1,1,SYNPCC7002_A0145
SYNPCC7002_A0146,Synechococcus_chromo_NC_010475,+,146077,147843,388,1766,18.1,1,1,SYNPCC7002_A0146
SYNPCC7002_A0147,Synechococcus_chromo_NC_010475,+,148056,149723,2322,1667,114.77,1,1,SYNPCC7002_A0147
SYNPCC7002_A0148,Synechococcus_chromo_NC_010475,-,149816,153046,2477,3230,63.19,1,1,SYNPCC7002_A0148
SYNPCC7002_A0149,Synechococcus_chromo_NC_010475,-,153399,154799,58,1400,3.41,1,1,SYNPCC7002_A0149
SYNPCC7002_A0150,Synechococcus_chromo_NC_010475,-,154890,156881,61,1991,2.52,1,1,SYNPCC7002_A0150
SYNPCC7002_A0151,Synechococcus_chromo_NC_010475,-,156915,158501,2079,1586,108.01,1,1,SYNPCC7002_A0151
SYNPCC7002_A0152,Synechococcus_chromo_NC_010475,+,158726,159169,35,443,6.51,1,1,SYNPCC7002_A0152
SYNPCC7002_A0153,Synechococcus_chromo_NC_010475,+,159222,159494,822,272,249.01,1,1,SYNPCC7002_A0153
SYNPCC7002_A0154,Synechococcus_chromo_NC_010475,+,159599,160267,599,668,73.89,1,1,SYNPCC7002_A0154
SYNPCC7002_A0155,Synechococcus_chromo_NC_010475,+,160274,160702,150,428,28.88,1,1,SYNPCC7002_A0155
SYNPCC7002_A0156,Synechococcus_chromo_NC_010475,+,160764,161612,454,848,44.11,1,1,SYNPCC7002_A0156
SYNPCC7002_A0157,Synechococcus_chromo_NC_010475,-,161801,162883,10201,1082,776.84,1,1,SYNPCC7002_A0157
SYNPCC7002_A0158,Synechococcus_chromo_NC_010475,-,163051,165204,197,2153,7.54,1,1,SYNPCC7002_A0158
SYNPCC7002_A0159,Synechococcus_chromo_NC_010475,-,165337,166389,810,1052,63.44,1,1,SYNPCC7002_A0159
SYNPCC7002_A0160,Synechococcus_chromo_NC_010475,+,166576,167043,528,467,93.16,1,1,SYNPCC7002_A0160
SYNPCC7002_A0161,Synechococcus_chromo_NC_010475,+,167146,167700,172,554,25.58,1,1,SYNPCC7002_A0161
SYNPCC7002_A0162,Synechococcus_chromo_NC_010475,-,167725,168822,2177,1097,163.52,1,1,SYNPCC7002_A0162
SYNPCC7002_A0163,Synechococcus_chromo_NC_010475,-,169007,169735,2403,728,271.98,1,1,SYNPCC7002_A0163
SYNPCC7002_A0164,Synechococcus_chromo_NC_010475,-,169701,170243,2434,542,370.03,1,1,SYNPCC7002_A0164
SYNPCC7002_A0165,Synechococcus_chromo_NC_010475,+,170514,171947,1151,1433,66.18,1,1,SYNPCC7002_A0165
SYNPCC7002_A0166,Synechococcus_chromo_NC_010475,-,172027,173013,257,986,21.48,1,1,SYNPCC7002_A0166
SYNPCC7002_A0167,Synechococcus_chromo_NC_010475,+,173166,173519,11388,353,2658.21,1,1,SYNPCC7002_A0167
SYNPCC7002_A0168,Synechococcus_chromo_NC_010475,-,173717,175018,1178,1301,74.61,1,1,SYNPCC7002_A0168
SYNPCC7002_A0169,Synechococcus_chromo_NC_010475,+,175339,176679,349,1340,21.46,1,1,SYNPCC7002_A0169
SYNPCC7002_A0170,Synechococcus_chromo_NC_010475,-,176689,178056,274,1367,16.52,1,1,SYNPCC7002_A0170
SYNPCC7002_A0171,Synechococcus_chromo_NC_010475,+,178297,179232,4633,935,408.29,1,1,SYNPCC7002_A0171
SYNPCC7002_A0172,Synechococcus_chromo_NC_010475,+,179360,181210,5259,1850,234.23,1,1,SYNPCC7002_A0172
SYNPCC7002_A0173,Synechococcus_chromo_NC_010475,+,181266,182762,3888,1496,214.15,1,1,SYNPCC7002_A0173
SYNPCC7002_A0174,Synechococcus_chromo_NC_010475,+,182822,184105,6428,1283,412.83,1,1,SYNPCC7002_A0174
SYNPCC7002_A0175,Synechococcus_chromo_NC_010475,+,184149,184550,8431,401,1732.42,1,1,SYNPCC7002_A0175
SYNPCC7002_A0176,Synechococcus_chromo_NC_010475,-,184632,185429,374,797,38.67,1,1,SYNPCC7002_A0176
SYNPCC7002_A0177,Synechococcus_chromo_NC_010475,-,185482,186630,1642,1148,117.86,1,1,SYNPCC7002_A0177
SYNPCC7002_A0178,Synechococcus_chromo_NC_010475,-,186735,189380,367,2645,11.43,1,1,SYNPCC7002_A0178
SYNPCC7002_A0179,Synechococcus_chromo_NC_010475,-,189484,189744,48,260,15.21,1,1,SYNPCC7002_A0179
SYNPCC7002_A0180,Synechococcus_chromo_NC_010475,-,190266,190802,751,536,115.45,1,1,SYNPCC7002_A0180
SYNPCC7002_A0181,Synechococcus_chromo_NC_010475,+,190898,192481,318,1583,16.55,1,1,SYNPCC7002_A0181
SYNPCC7002_A0182,Synechococcus_chromo_NC_010475,-,192526,192598,1436,72,1643.38,1,1,SYNPCC7002_A0182
SYNPCC7002_A0183,Synechococcus_chromo_NC_010475,-,192659,193855,196,1196,13.5,1,1,SYNPCC7002_A0183
SYNPCC7002_A0184,Synechococcus_chromo_NC_010475,-,194043,194387,4463,344,1069.02,1,1,SYNPCC7002_A0184
SYNPCC7002_A0185,Synechococcus_chromo_NC_010475,-,194659,194922,64,263,20.05,1,1,SYNPCC7002_A0185
SYNPCC7002_A0186,Synechococcus_chromo_NC_010475,-,195013,195150,5319,137,3199.09,1,1,SYNPCC7002_A0186
SYNPCC7002_A0187,Synechococcus_chromo_NC_010475,-,195386,196330,2234,944,195,1,1,SYNPCC7002_A0187
SYNPCC7002_A0188,Synechococcus_chromo_NC_010475,+,196729,197808,638,1079,48.72,1,1,SYNPCC7002_A0188
SYNPCC7002_A0189,Synechococcus_chromo_NC_010475,+,197858,199324,285,1466,16.02,1,1,SYNPCC7002_A0189
SYNPCC7002_A0190,Synechococcus_chromo_NC_010475,+,199400,200866,489,1466,27.48,1,1,SYNPCC7002_A0190
SYNPCC7002_A0191,Synechococcus_chromo_NC_010475,-,200876,202201,6639,1325,412.86,1,1,SYNPCC7002_A0191
SYNPCC7002_A0192,Synechococcus_chromo_NC_010475,-,202330,202908,1477,578,210.56,1,1,SYNPCC7002_A0192
SYNPCC7002_A0193,Synechococcus_chromo_NC_010475,-,203001,204710,1837,1709,88.57,1,1,SYNPCC7002_A0193
SYNPCC7002_A0194,Synechococcus_chromo_NC_010475,+,204923,205969,1317,1046,103.75,1,1,SYNPCC7002_A0194
SYNPCC7002_A0195,Synechococcus_chromo_NC_010475,+,206263,206754,2949,491,494.89,1,1,SYNPCC7002_A0195
SYNPCC7002_A0196,Synechococcus_chromo_NC_010475,+,206812,208416,2775,1604,142.55,1,1,SYNPCC7002_A0196
SYNPCC7002_A0197,Synechococcus_chromo_NC_010475,+,208477,209193,659,716,75.84,1,1,SYNPCC7002_A0197
SYNPCC7002_A0198,Synechococcus_chromo_NC_010475,+,209193,209759,639,566,93.03,1,1,SYNPCC7002_A0198
SYNPCC7002_A0199,Synechococcus_chromo_NC_010475,+,209783,210409,713,626,93.85,1,1,SYNPCC7002_A0199
SYNPCC7002_A0200,Synechococcus_chromo_NC_010475,+,210491,211915,1033,1424,59.77,1,1,SYNPCC7002_A0200
SYNPCC7002_A0201,Synechococcus_chromo_NC_010475,+,211915,212346,363,431,69.4,1,1,SYNPCC7002_A0201
SYNPCC7002_A0202,Synechococcus_chromo_NC_010475,+,212334,212675,92,341,22.23,1,1,SYNPCC7002_A0202
SYNPCC7002_A0203,Synechococcus_chromo_NC_010475,+,212679,213500,405,821,40.65,1,1,SYNPCC7002_A0203
SYNPCC7002_A0204,Synechococcus_chromo_NC_010475,+,213526,215802,539,2276,19.51,1,1,SYNPCC7002_A0204
SYNPCC7002_A0205,Synechococcus_chromo_NC_010475,+,215936,216175,295,239,101.7,1,1,SYNPCC7002_A0205
SYNPCC7002_A0206,Synechococcus_chromo_NC_010475,+,216179,217264,817,1085,62.05,1,1,SYNPCC7002_A0206
SYNPCC7002_A0207,Synechococcus_chromo_NC_010475,-,217301,217693,150,392,31.53,1,1,SYNPCC7002_A0207
SYNPCC7002_A0208,Synechococcus_chromo_NC_010475,-,217709,218056,149,347,35.38,1,1,SYNPCC7002_A0208
SYNPCC7002_A0209,Synechococcus_chromo_NC_010475,+,218123,218578,16,455,2.9,1,1,SYNPCC7002_A0209
SYNPCC7002_A0210,Synechococcus_chromo_NC_010475,+,218881,219849,16559,968,1409.54,1,1,SYNPCC7002_A0210
SYNPCC7002_A0211,Synechococcus_chromo_NC_010475,-,220212,220688,560,476,96.94,1,1,SYNPCC7002_A0211
SYNPCC7002_A0212,Synechococcus_chromo_NC_010475,+,220861,221964,2938,1103,219.48,1,1,SYNPCC7002_A0212
SYNPCC7002_A0213,Synechococcus_chromo_NC_010475,+,222176,223498,4075,1322,253.99,1,1,SYNPCC7002_A0213
SYNPCC7002_A0214,Synechococcus_chromo_NC_010475,+,223707,226757,1085,3050,29.31,1,1,SYNPCC7002_A0214
SYNPCC7002_A0215,Synechococcus_chromo_NC_010475,-,226834,227493,899,659,112.41,1,1,SYNPCC7002_A0215
SYNPCC7002_A0216,Synechococcus_chromo_NC_010475,+,227648,228634,319,986,26.66,1,1,SYNPCC7002_A0216
SYNPCC7002_A0217,Synechococcus_chromo_NC_010475,+,228807,229748,1591,941,139.31,1,1,SYNPCC7002_A0217
SYNPCC7002_A0218,Synechococcus_chromo_NC_010475,+,229891,230616,1203,725,136.72,1,1,SYNPCC7002_A0218
