#Gene-ID,Chr,Strand,Start,End,Count,Length,RPKM,#-exons,#-expr-exons(>10 reads),Transcripts
SYNPCC7002_A0024,Synechococcus_chromo_NC_010475,+,21115,22362,1059,1247,119.36,1,1,SYNPCC7002_A0024
SYNPCC7002_A0025,Synechococcus_chromo_NC_010475,+,22367,23170,281,803,49.18,1,1,SYNPCC7002_A0025
SYNPCC7002_A0026,Synechococcus_chromo_NC_010475,-,23167,24519,271,1352,28.17,1,1,SYNPCC7002_A0026
SYNPCC7002_A0027,Synechococcus_chromo_NC_010475,+,24806,25246,112,440,35.78,1,1,SYNPCC7002_A0027
SYNPCC7002_A0028,Synechococcus_chromo_NC_010475,+,25340,26419,77,1079,10.03,1,1,SYNPCC7002_A0028
SYNPCC7002_A0029,Synechococcus_chromo_NC_010475,-,26445,27062,133,617,30.3,1,1,SYNPCC7002_A0029
SYNPCC7002_A0030,Synechococcus_chromo_NC_010475,+,27194,28225,114,1031,15.54,1,1,SYNPCC7002_A0030
SYNPCC7002_A0031,Synechococcus_chromo_NC_010475,+,28366,28854,291,488,83.81,1,1,SYNPCC7002_A0031
SYNPCC7002_A0032,Synechococcus_chromo_NC_010475,+,28953,29345,1475878,392,529174.62,1,1,SYNPCC7002_A0032
SYNPCC7002_A0033,Synechococcus_chromo_NC_010475,-,29424,30743,901,1319,96.01,1,1,SYNPCC7002_A0033
SYNPCC7002_A0034,Synechococcus_chromo_NC_010475,-,30885,31730,570,845,94.81,1,1,SYNPCC7002_A0034
SYNPCC7002_A0035,Synechococcus_chromo_NC_010475,-,31804,33420,1104,1616,96.02,1,1,SYNPCC7002_A0035
SYNPCC7002_A0036,Synechococcus_chromo_NC_010475,-,33504,34478,47,974,6.78,1,1,SYNPCC7002_A0036
SYNPCC7002_A0037,Synechococcus_chromo_NC_010475,+,34718,35728,307,1010,42.72,1,1,SYNPCC7002_A0037
SYNPCC7002_A0038,Synechococcus_chromo_NC_010475,+,35772,36683,680,911,104.91,1,1,SYNPCC7002_A0038
SYNPCC7002_A0039,Synechococcus_chromo_NC_010475,+,36701,37603,319,902,49.71,1,1,SYNPCC7002_A0039
SYNPCC7002_A0040,Synechococcus_chromo_NC_010475,-,38116,39978,3453,1862,260.65,1,1,SYNPCC7002_A0040
SYNPCC7002_A0041,Synechococcus_chromo_NC_010475,-,40120,45915,1846,5795,44.77,1,1,SYNPCC7002_A0041
SYNPCC7002_A0042,Synechococcus_chromo_NC_010475,-,46222,46605,261,383,95.78,1,1,SYNPCC7002_A0042
SYNPCC7002_A0043,Synechococcus_chromo_NC_010475,+,46832,48373,252,1541,22.98,1,1,SYNPCC7002_A0043
SYNPCC7002_A0044,Synechococcus_chromo_NC_010475,-,48397,49074,89,677,18.48,1,1,SYNPCC7002_A0044
SYNPCC7002_A0045,Synechococcus_chromo_NC_010475,+,49554,50762,7383,1208,859.01,1,1,SYNPCC7002_A0045
SYNPCC7002_A0046,Synechococcus_chromo_NC_010475,+,50845,51207,1648,362,639.86,1,1,SYNPCC7002_A0046
SYNPCC7002_A0047,Synechococcus_chromo_NC_010475,+,51282,51773,1903,491,544.74,1,1,SYNPCC7002_A0047
SYNPCC7002_A0048,Synechococcus_chromo_NC_010475,+,51791,56263,11716,4472,368.22,1,1,SYNPCC7002_A0048
SYNPCC7002_A0049,Synechococcus_chromo_NC_010475,+,56378,59512,6077,3134,272.54,1,1,SYNPCC7002_A0049
SYNPCC7002_A0050,Synechococcus_chromo_NC_010475,-,59525,60178,693,653,149.16,1,1,SYNPCC7002_A0050
SYNPCC7002_A0051,Synechococcus_chromo_NC_010475,-,60296,60643,1306,347,528.99,1,1,SYNPCC7002_A0051
SYNPCC7002_A0052,Synechococcus_chromo_NC_010475,-,60707,61204,676,497,191.17,1,1,SYNPCC7002_A0052
SYNPCC7002_A0053,Synechococcus_chromo_NC_010475,-,61290,61847,1652,557,416.86,1,1,SYNPCC7002_A0053
SYNPCC7002_A0054,Synechococcus_chromo_NC_010475,-,61952,62608,74,656,15.85,1,1,SYNPCC7002_A0054
SYNPCC7002_A0055,Synechococcus_chromo_NC_010475,-,62605,63024,73,419,24.49,1,1,SYNPCC7002_A0055
SYNPCC7002_A0056,Synechococcus_chromo_NC_010475,-,63031,63270,39,239,22.94,1,1,SYNPCC7002_A0056
SYNPCC7002_A0057,Synechococcus_chromo_NC_010475,-,63367,64278,853,911,131.6,1,1,SYNPCC7002_A0057
SYNPCC7002_A0058,Synechococcus_chromo_NC_010475,-,64484,65443,2179,959,319.35,1,1,SYNPCC7002_A0058
SYNPCC7002_A0059,Synechococcus_chromo_NC_010475,-,65470,65679,618,209,415.6,1,1,SYNPCC7002_A0059
SYNPCC7002_A0060,Synechococcus_chromo_NC_010475,+,65831,66229,37,398,13.07,1,1,SYNPCC7002_A0060
SYNPCC7002_A0061,Synechococcus_chromo_NC_010475,-,66337,67056,310,719,60.6,1,1,SYNPCC7002_A0061
SYNPCC7002_A0062,Synechococcus_chromo_NC_010475,+,67095,67652,205,557,51.73,1,1,SYNPCC7002_A0062
SYNPCC7002_A0063,Synechococcus_chromo_NC_010475,+,67696,70698,642,3002,30.06,1,1,SYNPCC7002_A0063
SYNPCC7002_A0064,Synechococcus_chromo_NC_010475,+,70861,72312,509,1451,49.3,1,1,SYNPCC7002_A0064
SYNPCC7002_A0065,Synechococcus_chromo_NC_010475,-,72394,72648,87,254,48.14,1,1,SYNPCC7002_A0065
SYNPCC7002_A0066,Synechococcus_chromo_NC_010475,+,72686,74116,420,1430,41.28,1,1,SYNPCC7002_A0066
SYNPCC7002_A0067,Synechococcus_chromo_NC_010475,+,74161,74340,106,179,83.23,1,1,SYNPCC7002_A0067
SYNPCC7002_A0068,Synechococcus_chromo_NC_010475,-,74343,75515,359,1172,43.05,1,1,SYNPCC7002_A0068
SYNPCC7002_A0069,Synechococcus_chromo_NC_010475,-,75522,76319,229,797,40.38,1,1,SYNPCC7002_A0069
SYNPCC7002_A0070,Synechococcus_chromo_NC_010475,-,76369,76836,171,467,51.47,1,1,SYNPCC7002_A0070
SYNPCC7002_A0071,Synechococcus_chromo_NC_010475,-,76972,77229,78,257,42.66,1,1,SYNPCC7002_A0071
SYNPCC7002_A0072,Synechococcus_chromo_NC_010475,-,77289,78125,169,836,28.41,1,1,SYNPCC7002_A0072
SYNPCC7002_A0073,Synechococcus_chromo_NC_010475,-,78306,79598,935,1292,101.71,1,1,SYNPCC7002_A0073
SYNPCC7002_A0074,Synechococcus_chromo_NC_010475,+,79979,80374,267,395,95.01,1,1,SYNPCC7002_A0074
SYNPCC7002_A0075,Synechococcus_chromo_NC_010475,+,80380,81978,897,1598,78.9,1,1,SYNPCC7002_A0075
SYNPCC7002_A0076,Synechococcus_chromo_NC_010475,+,82165,82413,429,248,243.13,1,1,SYNPCC7002_A0076
SYNPCC7002_A0077,Synechococcus_chromo_NC_010475,+,82481,82723,337,242,195.73,1,1,SYNPCC7002_A0077
SYNPCC7002_A0078,Synechococcus_chromo_NC_010475,-,82844,83233,761,389,274.96,1,1,SYNPCC7002_A0078
SYNPCC7002_A0079,Synechococcus_chromo_NC_010475,-,83336,83683,361,347,146.22,1,1,SYNPCC7002_A0079
SYNPCC7002_A0080,Synechococcus_chromo_NC_010475,-,83787,84586,88,799,15.48,1,1,SYNPCC7002_A0080
SYNPCC7002_A0081,Synechococcus_chromo_NC_010475,-,84600,84794,105,194,76.07,1,1,SYNPCC7002_A0081
SYNPCC7002_A0082,Synechococcus_chromo_NC_010475,-,84870,85562,799,692,162.28,1,1,SYNPCC7002_A0082
SYNPCC7002_A0083,Synechococcus_chromo_NC_010475,-,85586,86875,1236,1289,134.77,1,1,SYNPCC7002_A0083
SYNPCC7002_A0084,Synechococcus_chromo_NC_010475,+,86991,87764,70,773,12.73,1,1,SYNPCC7002_A0084
SYNPCC7002_A0085,Synechococcus_chromo_NC_010475,+,87845,88510,58,665,12.26,1,1,SYNPCC7002_A0085
SYNPCC7002_A0086,Synechococcus_chromo_NC_010475,-,88528,89505,140,977,20.14,1,1,SYNPCC7002_A0086
SYNPCC7002_A0087,Synechococcus_chromo_NC_010475,+,89652,90917,264,1265,29.33,1,1,SYNPCC7002_A0087
SYNPCC7002_A0088,Synechococcus_chromo_NC_010475,+,90933,91235,29,302,13.5,1,1,SYNPCC7002_A0088
SYNPCC7002_A0089,Synechococcus_chromo_NC_010475,+,91267,91764,283,497,80.03,1,1,SYNPCC7002_A0089
SYNPCC7002_A0090,Synechococcus_chromo_NC_010475,+,91804,92343,238,539,62.06,1,1,SYNPCC7002_A0090
SYNPCC7002_A0091,Synechococcus_chromo_NC_010475,-,92387,93304,558,917,85.53,1,1,SYNPCC7002_A0091
SYNPCC7002_A0092,Synechococcus_chromo_NC_010475,-,93327,94130,471,803,82.44,1,1,SYNPCC7002_A0092
SYNPCC7002_A0093,Synechococcus_chromo_NC_010475,-,94161,94553,750,392,268.91,1,1,SYNPCC7002_A0093
SYNPCC7002_A0094,Synechococcus_chromo_NC_010475,-,94538,95278,286,740,54.32,1,1,SYNPCC7002_A0094
SYNPCC7002_A0095,Synechococcus_chromo_NC_010475,+,95582,96871,5738,1289,625.67,1,1,SYNPCC7002_A0095
SYNPCC7002_A0096,Synechococcus_chromo_NC_010475,-,96991,97545,101,554,25.62,1,1,SYNPCC7002_A0096
SYNPCC7002_A0097,Synechococcus_chromo_NC_010475,+,98194,99582,1256,1388,127.18,1,1,SYNPCC7002_A0097
SYNPCC7002_A0098,Synechococcus_chromo_NC_010475,+,99746,100627,712,881,113.59,1,1,SYNPCC7002_A0098
SYNPCC7002_A0099,Synechococcus_chromo_NC_010475,+,100643,101380,407,737,77.62,1,1,SYNPCC7002_A0099
SYNPCC7002_A0100,Synechococcus_chromo_NC_010475,+,101517,101590,47347,73,91159.98,1,1,SYNPCC7002_A0100
SYNPCC7002_A0101,Synechococcus_chromo_NC_010475,+,101724,103730,1656,2006,116.03,1,1,SYNPCC7002_A0101
SYNPCC7002_A0102,Synechococcus_chromo_NC_010475,-,103727,103864,80,137,82.07,1,1,SYNPCC7002_A0102
SYNPCC7002_A0103,Synechococcus_chromo_NC_010475,-,103895,104227,655,332,277.29,1,1,SYNPCC7002_A0103
SYNPCC7002_A0104,Synechococcus_chromo_NC_010475,-,104356,105300,872,944,129.83,1,1,SYNPCC7002_A0104
SYNPCC7002_A0105,Synechococcus_chromo_NC_010475,-,105340,106806,1344,1466,128.85,1,1,SYNPCC7002_A0105
SYNPCC7002_A0106,Synechococcus_chromo_NC_010475,+,107108,108124,7375,1016,1020.24,1,1,SYNPCC7002_A0106
SYNPCC7002_A0107,Synechococcus_chromo_NC_010475,-,108257,108601,174,344,71.09,1,1,SYNPCC7002_A0107
SYNPCC7002_A0108,Synechococcus_chromo_NC_010475,-,108852,109724,177,872,28.53,1,1,SYNPCC7002_A0108
SYNPCC7002_A0109,Synechococcus_chromo_NC_010475,+,109795,110373,191,578,46.45,1,1,SYNPCC7002_A0109
SYNPCC7002_A0110,Synechococcus_chromo_NC_010475,+,110430,111740,1845,1310,197.95,1,1,SYNPCC7002_A0110
SYNPCC7002_A0111,Synechococcus_chromo_NC_010475,+,111795,111911,15,116,18.17,1,1,SYNPCC7002_A0111
SYNPCC7002_A0112,Synechococcus_chromo_NC_010475,-,111950,112462,9964,512,2735.26,1,1,SYNPCC7002_A0112
SYNPCC7002_A0113,Synechococcus_chromo_NC_010475,-,112709,113413,66,704,13.18,1,1,SYNPCC7002_A0113
SYNPCC7002_A0114,Synechococcus_chromo_NC_010475,+,113548,114129,324,581,78.38,1,1,SYNPCC7002_A0114
SYNPCC7002_A0115,Synechococcus_chromo_NC_010475,+,114276,116504,2104,2228,132.73,1,1,SYNPCC7002_A0115
SYNPCC7002_A0116,Synechococcus_chromo_NC_010475,-,116526,117704,69,1178,8.23,1,1,SYNPCC7002_A0116
SYNPCC7002_A0117,Synechococcus_chromo_NC_010475,+,118054,118548,1299,494,369.59,1,1,SYNPCC7002_A0117
SYNPCC7002_A0118,Synechococcus_chromo_NC_010475,-,118649,119449,344,800,60.44,1,1,SYNPCC7002_A0118
SYNPCC7002_A0119,Synechococcus_chromo_NC_010475,+,119567,119926,477,359,186.75,1,1,SYNPCC7002_A0119
SYNPCC7002_A0120,Synechococcus_chromo_NC_010475,-,120060,121814,706,1754,56.57,1,1,SYNPCC7002_A0120
SYNPCC7002_A0121,Synechococcus_chromo_NC_010475,-,121880,123379,596,1499,55.88,1,1,SYNPCC7002_A0121
SYNPCC7002_A0122,Synechococcus_chromo_NC_010475,-,123484,124035,220,551,56.12,1,1,SYNPCC7002_A0122
SYNPCC7002_A0123,Synechococcus_chromo_NC_010475,+,124239,125600,787,1361,81.27,1,1,SYNPCC7002_A0123
SYNPCC7002_A0124,Synechococcus_chromo_NC_010475,+,125648,126877,220,1229,25.16,1,1,SYNPCC7002_A0124
SYNPCC7002_A0125,Synechococcus_chromo_NC_010475,-,126983,127825,116,842,19.36,1,1,SYNPCC7002_A0125
SYNPCC7002_A0126,Synechococcus_chromo_NC_010475,-,128441,129100,188,659,40.1,1,1,SYNPCC7002_A0126
SYNPCC7002_A0127,Synechococcus_chromo_NC_010475,-,129138,129524,43,386,15.66,1,1,SYNPCC7002_A0127
SYNPCC7002_A0128,Synechococcus_chromo_NC_010475,-,129535,129978,49,443,15.55,1,1,SYNPCC7002_A0128
SYNPCC7002_A0129,Synechococcus_chromo_NC_010475,+,130195,130581,2748,386,1000.61,1,1,SYNPCC7002_A0129
SYNPCC7002_A0130,Synechococcus_chromo_NC_010475,-,130653,131291,86,638,18.95,1,1,SYNPCC7002_A0130
SYNPCC7002_A0131,Synechococcus_chromo_NC_010475,-,131288,131704,140,416,47.3,1,1,SYNPCC7002_A0131
SYNPCC7002_A0132,Synechococcus_chromo_NC_010475,-,131704,131988,247,284,122.24,1,1,SYNPCC7002_A0132
SYNPCC7002_A0133,Synechococcus_chromo_NC_010475,+,132167,133045,139,878,22.25,1,1,SYNPCC7002_A0133
SYNPCC7002_A0134,Synechococcus_chromo_NC_010475,-,133052,134653,228,1601,20.02,1,1,SYNPCC7002_A0134
SYNPCC7002_A0135,Synechococcus_chromo_NC_010475,+,134875,135063,1280,188,956.94,1,1,SYNPCC7002_A0135
SYNPCC7002_A0136,Synechococcus_chromo_NC_010475,+,135206,135682,312,476,92.13,1,1,SYNPCC7002_A0136
SYNPCC7002_A0137,Synechococcus_chromo_NC_010475,+,135782,135853,27856,71,55143.59,1,1,SYNPCC7002_A0137
SYNPCC7002_A0138,Synechococcus_chromo_NC_010475,+,136031,138442,1229,2411,71.65,1,1,SYNPCC7002_A0138
SYNPCC7002_A0139,Synechococcus_chromo_NC_010475,-,138439,139122,140,683,28.81,1,1,SYNPCC7002_A0139
SYNPCC7002_A0140,Synechococcus_chromo_NC_010475,-,139328,139741,6516,413,2217.51,1,1,SYNPCC7002_A0140
SYNPCC7002_A0141,Synechococcus_chromo_NC_010475,-,139947,142412,9448,2465,538.71,1,1,SYNPCC7002_A0141
SYNPCC7002_A0142,Synechococcus_chromo_NC_010475,-,142542,142913,120,371,45.46,1,1,SYNPCC7002_A0142
SYNPCC7002_A0143,Synechococcus_chromo_NC_010475,-,142940,143542,239,602,55.8,1,1,SYNPCC7002_A0143
SYNPCC7002_A0144,Synechococcus_chromo_NC_010475,+,143821,145422,316,1601,27.74,1,1,SYNPCC7002_A0144
SYNPCC7002_A0145,Synechococcus_chromo_NC_010475,+,145445,146026,102,581,24.68,1,1,SYNPCC7002_A0145
SYNPCC7002_A0146,Synechococcus_chromo_NC_010475,+,146077,147843,225,1766,17.91,1,1,SYNPCC7002_A0146
SYNPCC7002_A0147,Synechococcus_chromo_NC_010475,+,148056,149723,2000,1667,168.63,1,1,SYNPCC7002_A0147
SYNPCC7002_A0148,Synechococcus_chromo_NC_010475,-,149816,153046,786,3230,34.2,1,1,SYNPCC7002_A0148
SYNPCC7002_A0149,Synechococcus_chromo_NC_010475,-,153399,154799,64,1400,6.43,1,1,SYNPCC7002_A0149
SYNPCC7002_A0150,Synechococcus_chromo_NC_010475,-,154890,156881,54,1991,3.81,1,1,SYNPCC7002_A0150
SYNPCC7002_A0151,Synechococcus_chromo_NC_010475,-,156915,158501,2410,1586,213.57,1,1,SYNPCC7002_A0151
SYNPCC7002_A0152,Synechococcus_chromo_NC_010475,+,158726,159169,19,443,6.03,1,1,SYNPCC7002_A0152
SYNPCC7002_A0153,Synechococcus_chromo_NC_010475,+,159222,159494,535,272,276.45,1,1,SYNPCC7002_A0153
SYNPCC7002_A0154,Synechococcus_chromo_NC_010475,+,159599,160267,453,668,95.31,1,1,SYNPCC7002_A0154
SYNPCC7002_A0155,Synechococcus_chromo_NC_010475,+,160274,160702,122,428,40.06,1,1,SYNPCC7002_A0155
SYNPCC7002_A0156,Synechococcus_chromo_NC_010475,+,160764,161612,258,848,42.76,1,1,SYNPCC7002_A0156
SYNPCC7002_A0157,Synechococcus_chromo_NC_010475,-,161801,162883,3156,1082,409.96,1,1,SYNPCC7002_A0157
SYNPCC7002_A0158,Synechococcus_chromo_NC_010475,-,163051,165204,200,2153,13.06,1,1,SYNPCC7002_A0158
SYNPCC7002_A0159,Synechococcus_chromo_NC_010475,-,165337,166389,244,1052,32.6,1,1,SYNPCC7002_A0159
SYNPCC7002_A0160,Synechococcus_chromo_NC_010475,+,166576,167043,313,467,94.2,1,1,SYNPCC7002_A0160
SYNPCC7002_A0161,Synechococcus_chromo_NC_010475,+,167146,167700,132,554,33.49,1,1,SYNPCC7002_A0161
SYNPCC7002_A0162,Synechococcus_chromo_NC_010475,-,167725,168822,475,1097,60.86,1,1,SYNPCC7002_A0162
SYNPCC7002_A0163,Synechococcus_chromo_NC_010475,-,169007,169735,1884,728,363.73,1,1,SYNPCC7002_A0163
SYNPCC7002_A0164,Synechococcus_chromo_NC_010475,-,169701,170243,1878,542,487,1,1,SYNPCC7002_A0164
SYNPCC7002_A0165,Synechococcus_chromo_NC_010475,+,170514,171947,741,1433,72.68,1,1,SYNPCC7002_A0165
SYNPCC7002_A0166,Synechococcus_chromo_NC_010475,-,172027,173013,258,986,36.78,1,1,SYNPCC7002_A0166
SYNPCC7002_A0167,Synechococcus_chromo_NC_010475,+,173166,173519,8666,353,3450.47,1,1,SYNPCC7002_A0167
SYNPCC7002_A0168,Synechococcus_chromo_NC_010475,-,173717,175018,639,1301,69.03,1,1,SYNPCC7002_A0168
SYNPCC7002_A0169,Synechococcus_chromo_NC_010475,+,175339,176679,252,1340,26.43,1,1,SYNPCC7002_A0169
SYNPCC7002_A0170,Synechococcus_chromo_NC_010475,-,176689,178056,175,1367,17.99,1,1,SYNPCC7002_A0170
SYNPCC7002_A0171,Synechococcus_chromo_NC_010475,+,178297,179232,327,935,49.16,1,1,SYNPCC7002_A0171
SYNPCC7002_A0172,Synechococcus_chromo_NC_010475,+,179360,181210,234,1850,17.78,1,1,SYNPCC7002_A0172
SYNPCC7002_A0173,Synechococcus_chromo_NC_010475,+,181266,182762,132,1496,12.4,1,1,SYNPCC7002_A0173
SYNPCC7002_A0174,Synechococcus_chromo_NC_010475,+,182822,184105,256,1283,28.04,1,1,SYNPCC7002_A0174
SYNPCC7002_A0175,Synechococcus_chromo_NC_010475,+,184149,184550,246,401,86.22,1,1,SYNPCC7002_A0175
SYNPCC7002_A0176,Synechococcus_chromo_NC_010475,-,184632,185429,321,797,56.61,1,1,SYNPCC7002_A0176
SYNPCC7002_A0177,Synechococcus_chromo_NC_010475,-,185482,186630,1032,1148,126.35,1,1,SYNPCC7002_A0177
SYNPCC7002_A0178,Synechococcus_chromo_NC_010475,-,186735,189380,479,2645,25.45,1,1,SYNPCC7002_A0178
SYNPCC7002_A0179,Synechococcus_chromo_NC_010475,-,189484,189744,74,260,40,1,1,SYNPCC7002_A0179
SYNPCC7002_A0180,Synechococcus_chromo_NC_010475,-,190266,190802,514,536,134.78,1,1,SYNPCC7002_A0180
SYNPCC7002_A0181,Synechococcus_chromo_NC_010475,+,190898,192481,250,1583,22.2,1,1,SYNPCC7002_A0181
SYNPCC7002_A0182,Synechococcus_chromo_NC_010475,-,192526,192598,2230,72,4353.18,1,1,SYNPCC7002_A0182
SYNPCC7002_A0183,Synechococcus_chromo_NC_010475,-,192659,193855,239,1196,28.09,1,1,SYNPCC7002_A0183
SYNPCC7002_A0184,Synechococcus_chromo_NC_010475,-,194043,194387,876,344,357.92,1,1,SYNPCC7002_A0184
SYNPCC7002_A0185,Synechococcus_chromo_NC_010475,-,194659,194922,91,263,48.63,1,1,SYNPCC7002_A0185
SYNPCC7002_A0186,Synechococcus_chromo_NC_010475,-,195013,195150,287,137,294.44,1,1,SYNPCC7002_A0186
SYNPCC7002_A0187,Synechococcus_chromo_NC_010475,-,195386,196330,1722,944,256.39,1,1,SYNPCC7002_A0187
SYNPCC7002_A0188,Synechococcus_chromo_NC_010475,+,196729,197808,505,1079,65.78,1,1,SYNPCC7002_A0188
SYNPCC7002_A0189,Synechococcus_chromo_NC_010475,+,197858,199324,382,1466,36.62,1,1,SYNPCC7002_A0189
SYNPCC7002_A0190,Synechococcus_chromo_NC_010475,+,199400,200866,323,1466,30.97,1,1,SYNPCC7002_A0190
SYNPCC7002_A0191,Synechococcus_chromo_NC_010475,-,200876,202201,2071,1325,219.68,1,1,SYNPCC7002_A0191
SYNPCC7002_A0192,Synechococcus_chromo_NC_010475,-,202330,202908,325,578,79.03,1,1,SYNPCC7002_A0192
SYNPCC7002_A0193,Synechococcus_chromo_NC_010475,-,203001,204710,664,1709,54.61,1,1,SYNPCC7002_A0193
SYNPCC7002_A0194,Synechococcus_chromo_NC_010475,+,204923,205969,336,1046,45.15,1,1,SYNPCC7002_A0194
SYNPCC7002_A0195,Synechococcus_chromo_NC_010475,+,206263,206754,574,491,164.31,1,1,SYNPCC7002_A0195
SYNPCC7002_A0196,Synechococcus_chromo_NC_010475,+,206812,208416,609,1604,53.36,1,1,SYNPCC7002_A0196
SYNPCC7002_A0197,Synechococcus_chromo_NC_010475,+,208477,209193,295,716,57.91,1,1,SYNPCC7002_A0197
SYNPCC7002_A0198,Synechococcus_chromo_NC_010475,+,209193,209759,373,566,92.62,1,1,SYNPCC7002_A0198
SYNPCC7002_A0199,Synechococcus_chromo_NC_010475,+,209783,210409,663,626,148.86,1,1,SYNPCC7002_A0199
SYNPCC7002_A0200,Synechococcus_chromo_NC_010475,+,210491,211915,791,1424,78.07,1,1,SYNPCC7002_A0200
SYNPCC7002_A0201,Synechococcus_chromo_NC_010475,+,211915,212346,194,431,63.26,1,1,SYNPCC7002_A0201
SYNPCC7002_A0202,Synechococcus_chromo_NC_010475,+,212334,212675,77,341,31.74,1,1,SYNPCC7002_A0202
SYNPCC7002_A0203,Synechococcus_chromo_NC_010475,+,212679,213500,369,821,63.17,1,1,SYNPCC7002_A0203
SYNPCC7002_A0204,Synechococcus_chromo_NC_010475,+,213526,215802,699,2276,43.17,1,1,SYNPCC7002_A0204
SYNPCC7002_A0205,Synechococcus_chromo_NC_010475,+,215936,216175,94,239,55.28,1,1,SYNPCC7002_A0205
SYNPCC7002_A0206,Synechococcus_chromo_NC_010475,+,216179,217264,286,1085,37.05,1,1,SYNPCC7002_A0206
SYNPCC7002_A0207,Synechococcus_chromo_NC_010475,-,217301,217693,105,392,37.65,1,1,SYNPCC7002_A0207
SYNPCC7002_A0208,Synechococcus_chromo_NC_010475,-,217709,218056,157,347,63.59,1,1,SYNPCC7002_A0208
SYNPCC7002_A0209,Synechococcus_chromo_NC_010475,+,218123,218578,35,455,10.81,1,1,SYNPCC7002_A0209
SYNPCC7002_A0210,Synechococcus_chromo_NC_010475,+,218881,219849,5957,968,864.94,1,1,SYNPCC7002_A0210
SYNPCC7002_A0211,Synechococcus_chromo_NC_010475,-,220212,220688,231,476,68.21,1,1,SYNPCC7002_A0211
SYNPCC7002_A0212,Synechococcus_chromo_NC_010475,+,220861,221964,1846,1103,235.23,1,1,SYNPCC7002_A0212
SYNPCC7002_A0213,Synechococcus_chromo_NC_010475,+,222176,223498,1468,1322,156.07,1,1,SYNPCC7002_A0213
SYNPCC7002_A0214,Synechococcus_chromo_NC_010475,+,223707,226757,748,3050,34.47,1,1,SYNPCC7002_A0214
SYNPCC7002_A0215,Synechococcus_chromo_NC_010475,-,226834,227493,317,659,67.61,1,1,SYNPCC7002_A0215
SYNPCC7002_A0216,Synechococcus_chromo_NC_010475,+,227648,228634,532,986,75.83,1,1,SYNPCC7002_A0216
SYNPCC7002_A0217,Synechococcus_chromo_NC_010475,+,228807,229748,1101,941,164.45,1,1,SYNPCC7002_A0217
