#Gene-ID,Chr,Strand,Start,End,Count,Length,RPKM,#-exons,#-expr-exons(>10 reads),Transcripts
Sputw3181_0050,Shewanella_W3_18_1_NC_008750_1,-,63391,64584,280,1193,12.61,1,1,Sputw3181_0050
Sputw3181_0051,Shewanella_W3_18_1_NC_008750_1,-,64872,65519,164,647,13.62,1,1,Sputw3181_0051
Sputw3181_0052,Shewanella_W3_18_1_NC_008750_1,+,65662,66927,305,1265,12.96,1,1,Sputw3181_0052
Sputw3181_0053,Shewanella_W3_18_1_NC_008750_1,-,66978,67730,257,752,18.36,1,1,Sputw3181_0053
Sputw3181_0054,Shewanella_W3_18_1_NC_008750_1,+,67829,68872,905,1043,46.62,1,1,Sputw3181_0054
Sputw3181_0055,Shewanella_W3_18_1_NC_008750_1,+,68961,70046,604,1085,29.91,1,1,Sputw3181_0055
Sputw3181_0056,Shewanella_W3_18_1_NC_008750_1,+,70077,71156,682,1079,33.96,1,1,Sputw3181_0056
Sputw3181_0057,Shewanella_W3_18_1_NC_008750_1,+,71321,72280,442,959,24.77,1,1,Sputw3181_0057
Sputw3181_0058,Shewanella_W3_18_1_NC_008750_1,-,72561,73634,244,1073,12.22,1,1,Sputw3181_0058
Sputw3181_0059,Shewanella_W3_18_1_NC_008750_1,-,74334,76175,560,1841,16.35,1,1,Sputw3181_0059
Sputw3181_0060,Shewanella_W3_18_1_NC_008750_1,+,76556,77047,428,491,46.84,1,1,coaD
Sputw3181_0061,Shewanella_W3_18_1_NC_008750_1,+,77138,78613,1854,1475,67.54,1,1,Sputw3181_0061
Sputw3181_0062,Shewanella_W3_18_1_NC_008750_1,-,78679,79686,42,1007,2.24,1,1,Sputw3181_0062
Sputw3181_0063,Shewanella_W3_18_1_NC_008750_1,-,79710,80873,100,1163,4.62,1,1,Sputw3181_0063
Sputw3181_0064,Shewanella_W3_18_1_NC_008750_1,+,81108,81839,443,731,32.56,1,1,Sputw3181_0064
Sputw3181_0065,Shewanella_W3_18_1_NC_008750_1,+,81841,82506,455,665,36.77,1,1,Sputw3181_0065
Sputw3181_0066,Shewanella_W3_18_1_NC_008750_1,+,82516,84240,827,1724,25.78,1,1,Sputw3181_0066
Sputw3181_0067,Shewanella_W3_18_1_NC_008750_1,-,84303,85118,243,815,16.02,1,1,Sputw3181_0067
Sputw3181_0068,Shewanella_W3_18_1_NC_008750_1,-,85154,85609,254,455,30,1,1,Sputw3181_0068
Sputw3181_0069,Shewanella_W3_18_1_NC_008750_1,-,85700,86683,755,983,41.27,1,1,Sputw3181_0069
Sputw3181_0070,Shewanella_W3_18_1_NC_008750_1,-,86700,88511,1793,1811,53.2,1,1,Sputw3181_0070
Sputw3181_0071,Shewanella_W3_18_1_NC_008750_1,-,88548,89138,1151,590,104.83,1,1,Sputw3181_0071
Sputw3181_0072,Shewanella_W3_18_1_NC_008750_1,-,89122,89832,1069,710,80.9,1,1,Sputw3181_0072
Sputw3181_0073,Shewanella_W3_18_1_NC_008750_1,-,89836,90543,819,707,62.25,1,1,Sputw3181_0073
Sputw3181_0074,Shewanella_W3_18_1_NC_008750_1,-,90540,91364,3053,824,199.09,1,1,Sputw3181_0074
Sputw3181_0075,Shewanella_W3_18_1_NC_008750_1,+,91602,93032,725,1430,27.24,1,1,Sputw3181_0075
Sputw3181_0076,Shewanella_W3_18_1_NC_008750_1,+,93034,95157,1153,2123,29.18,1,1,Sputw3181_0076
Sputw3181_0077,Shewanella_W3_18_1_NC_008750_1,-,95384,95842,100,458,11.73,1,1,Sputw3181_0077
Sputw3181_0078,Shewanella_W3_18_1_NC_008750_1,-,95942,96601,82,659,6.69,1,1,Sputw3181_0078
Sputw3181_0079,Shewanella_W3_18_1_NC_008750_1,+,96843,97577,422,734,30.89,1,1,Sputw3181_0079
Sputw3181_0080,Shewanella_W3_18_1_NC_008750_1,-,97611,98969,909,1358,35.97,1,1,Sputw3181_0080
Sputw3181_0081,Shewanella_W3_18_1_NC_008750_1,+,99594,100940,1762,1346,70.34,1,1,Sputw3181_0081
Sputw3181_0082,Shewanella_W3_18_1_NC_008750_1,+,101205,102395,1249,1190,56.4,1,1,Sputw3181_0082
Sputw3181_0083,Shewanella_W3_18_1_NC_008750_1,+,102500,103123,489,623,42.18,1,1,Sputw3181_0083
Sputw3181_0084,Shewanella_W3_18_1_NC_008750_1,+,103372,103518,55,146,20.24,1,1,Sputw3181_0084
Sputw3181_0085,Shewanella_W3_18_1_NC_008750_1,-,103539,104489,172,950,9.73,1,1,Sputw3181_0085
Sputw3181_0086,Shewanella_W3_18_1_NC_008750_1,-,104777,105340,157,563,14.98,1,1,Sputw3181_0086
Sputw3181_0087,Shewanella_W3_18_1_NC_008750_1,+,105594,107123,692,1529,24.32,1,1,Sputw3181_0087
Sputw3181_0088,Shewanella_W3_18_1_NC_008750_1,+,107492,108394,152,902,9.05,1,1,Sputw3181_0088
Sputw3181_0089,Shewanella_W3_18_1_NC_008750_1,+,108404,109801,126,1397,4.85,1,1,Sputw3181_0089
Sputw3181_0090,Shewanella_W3_18_1_NC_008750_1,+,110012,112213,917,2201,22.39,1,1,Sputw3181_0090
Sputw3181_0091,Shewanella_W3_18_1_NC_008750_1,-,112352,113299,1385,947,78.59,1,1,Sputw3181_0091
Sputw3181_0092,Shewanella_W3_18_1_NC_008750_1,-,113313,113654,31,341,4.88,1,1,Sputw3181_0092
Sputw3181_0093,Shewanella_W3_18_1_NC_008750_1,-,113654,114274,16,620,1.39,1,1,Sputw3181_0093
Sputw3181_0094,Shewanella_W3_18_1_NC_008750_1,-,114276,116255,27,1979,0.73,1,1,Sputw3181_0094
Sputw3181_0095,Shewanella_W3_18_1_NC_008750_1,-,116258,117334,2,1076,0.1,1,0,Sputw3181_0095
Sputw3181_0096,Shewanella_W3_18_1_NC_008750_1,-,117524,117913,41,389,5.66,1,1,Sputw3181_0096
Sputw3181_0097,Shewanella_W3_18_1_NC_008750_1,+,118314,121964,1443,3650,21.24,1,1,Sputw3181_0097
Sputw3181_0098,Shewanella_W3_18_1_NC_008750_1,+,122043,122519,748,476,84.44,1,1,Sputw3181_0098
Sputw3181_0099,Shewanella_W3_18_1_NC_008750_1,-,122585,124057,131,1472,4.78,1,1,Sputw3181_0099
Sputw3181_0100,Shewanella_W3_18_1_NC_008750_1,-,124197,125561,193,1364,7.6,1,1,Sputw3181_0100
Sputw3181_0101,Shewanella_W3_18_1_NC_008750_1,-,125554,126249,348,695,26.91,1,1,Sputw3181_0101
Sputw3181_0102,Shewanella_W3_18_1_NC_008750_1,-,126252,126554,185,302,32.92,1,1,Sputw3181_0102
Sputw3181_0103,Shewanella_W3_18_1_NC_008750_1,+,126959,127903,175,944,9.96,1,1,Sputw3181_0103
Sputw3181_0104,Shewanella_W3_18_1_NC_008750_1,+,127985,128458,2506,473,284.69,1,1,Sputw3181_0104
Sputw3181_0105,Shewanella_W3_18_1_NC_008750_1,-,128539,130521,72,1982,1.95,1,1,Sputw3181_0105
Sputw3181_0106,Shewanella_W3_18_1_NC_008750_1,-,130650,131966,430,1316,17.56,1,1,envZ
Sputw3181_0107,Shewanella_W3_18_1_NC_008750_1,-,132009,132734,277,725,20.53,1,1,ompR
Sputw3181_0108,Shewanella_W3_18_1_NC_008750_1,+,133111,133614,323,503,34.51,1,1,Sputw3181_0108
Sputw3181_0109,Shewanella_W3_18_1_NC_008750_1,+,133702,136143,1769,2441,38.94,1,1,Sputw3181_0109
Sputw3181_0110,Shewanella_W3_18_1_NC_008750_1,+,136360,138324,609,1964,16.66,1,1,Sputw3181_0110
Sputw3181_0111,Shewanella_W3_18_1_NC_008750_1,-,138388,138945,864,557,83.35,1,1,Sputw3181_0111
Sputw3181_0112,Shewanella_W3_18_1_NC_008750_1,-,139007,139729,90,722,6.7,1,1,Sputw3181_0112
Sputw3181_0113,Shewanella_W3_18_1_NC_008750_1,+,139833,140621,84,788,5.73,1,1,Sputw3181_0113
Sputw3181_0114,Shewanella_W3_18_1_NC_008750_1,+,140789,141535,44,746,3.17,1,1,Sputw3181_0114
Sputw3181_0115,Shewanella_W3_18_1_NC_008750_1,+,141538,142215,58,677,4.6,1,1,Sputw3181_0115
Sputw3181_0116,Shewanella_W3_18_1_NC_008750_1,+,142202,143443,61,1241,2.64,1,1,Sputw3181_0116
Sputw3181_0117,Shewanella_W3_18_1_NC_008750_1,+,143623,144387,34,764,2.39,1,1,Sputw3181_0117
Sputw3181_0118,Shewanella_W3_18_1_NC_008750_1,+,144480,146228,510,1748,15.68,1,1,Sputw3181_0118
Sputw3181_0119,Shewanella_W3_18_1_NC_008750_1,+,146468,147046,2368,578,220.14,1,1,Sputw3181_0119
Sputw3181_0120,Shewanella_W3_18_1_NC_008750_1,-,147258,147464,81,206,21.13,1,1,Sputw3181_0120
Sputw3181_0121,Shewanella_W3_18_1_NC_008750_1,-,147821,148765,288,944,16.39,1,1,Sputw3181_0121
Sputw3181_0122,Shewanella_W3_18_1_NC_008750_1,-,148917,149477,179,560,17.18,1,1,Sputw3181_0122
Sputw3181_0123,Shewanella_W3_18_1_NC_008750_1,-,150192,151481,135,1289,5.63,1,1,Sputw3181_0123
Sputw3181_0124,Shewanella_W3_18_1_NC_008750_1,+,151585,152631,217,1046,11.15,1,1,Sputw3181_0124
Sputw3181_0125,Shewanella_W3_18_1_NC_008750_1,-,152632,153264,127,632,10.8,1,1,Sputw3181_0125
Sputw3181_0126,Shewanella_W3_18_1_NC_008750_1,-,153269,154174,354,905,21.02,1,1,Sputw3181_0126
Sputw3181_0127,Shewanella_W3_18_1_NC_008750_1,-,154189,155166,286,977,15.73,1,1,Sputw3181_0127
Sputw3181_0128,Shewanella_W3_18_1_NC_008750_1,-,155166,155726,311,560,29.84,1,1,Sputw3181_0128
Sputw3181_0129,Shewanella_W3_18_1_NC_008750_1,-,155789,156598,206,809,13.68,1,1,Sputw3181_0129
Sputw3181_0130,Shewanella_W3_18_1_NC_008750_1,-,156769,157644,575,875,35.31,1,1,Sputw3181_0130
Sputw3181_0131,Shewanella_W3_18_1_NC_008750_1,-,157641,158207,1587,566,150.66,1,1,Sputw3181_0131
Sputw3181_0132,Shewanella_W3_18_1_NC_008750_1,-,158209,159801,1657,1592,55.93,1,1,Sputw3181_0132
Sputw3181_0133,Shewanella_W3_18_1_NC_008750_1,-,159811,161349,2693,1538,94.09,1,1,Sputw3181_0133
Sputw3181_0134,Shewanella_W3_18_1_NC_008750_1,-,161745,162257,707,512,74.2,1,1,Sputw3181_0134
Sputw3181_0135,Shewanella_W3_18_1_NC_008750_1,-,162254,162874,808,620,70.03,1,1,Sputw3181_0135
Sputw3181_0136,Shewanella_W3_18_1_NC_008750_1,+,163225,165648,3043,2423,67.48,1,1,Sputw3181_0136
Sputw3181_0137,Shewanella_W3_18_1_NC_008750_1,+,165648,166904,1105,1256,47.27,1,1,Sputw3181_0137
Sputw3181_0138,Shewanella_W3_18_1_NC_008750_1,-,166995,168152,331,1157,15.37,1,1,Sputw3181_0138
Sputw3181_0139,Shewanella_W3_18_1_NC_008750_1,+,168410,169435,1434,1025,75.18,1,1,murB
Sputw3181_0140,Shewanella_W3_18_1_NC_008750_1,+,169428,170387,1163,959,65.16,1,1,Sputw3181_0140
Sputw3181_0141,Shewanella_W3_18_1_NC_008750_1,-,170398,171348,409,950,23.13,1,1,Sputw3181_0141
Sputw3181_R0004,Shewanella_W3_18_1_NC_008750_1,+,171582,171657,8,75,5.73,1,0,Sputw3181_R0004
id4,Shewanella_W3_18_1_NC_008750_1,+,171582,171657,8,75,5.73,1,0,rna3
Sputw3181_R0005,Shewanella_W3_18_1_NC_008750_1,+,171665,171749,7,84,4.48,1,0,Sputw3181_R0005
id5,Shewanella_W3_18_1_NC_008750_1,+,171665,171749,7,84,4.48,1,0,rna4
Sputw3181_R0006,Shewanella_W3_18_1_NC_008750_1,+,171786,171859,122778,73,90375.1,1,1,Sputw3181_R0006
id6,Shewanella_W3_18_1_NC_008750_1,+,171786,171859,122778,73,90375.1,1,0,rna5
Sputw3181_R0007,Shewanella_W3_18_1_NC_008750_1,+,171869,171944,553,75,396.2,1,1,Sputw3181_R0007
id7,Shewanella_W3_18_1_NC_008750_1,+,171869,171944,553,75,396.2,1,0,rna6
Sputw3181_0142,Shewanella_W3_18_1_NC_008750_1,+,172061,173245,506,1184,22.96,1,1,tuf
Sputw3181_0143,Shewanella_W3_18_1_NC_008750_1,+,173521,173892,2899,371,419.88,1,1,secE
Sputw3181_0144,Shewanella_W3_18_1_NC_008750_1,+,173902,174453,2256,551,220.01,1,1,Sputw3181_0144
Sputw3181_0145,Shewanella_W3_18_1_NC_008750_1,+,174581,175009,5697,428,715.24,1,1,rplK
Sputw3181_0146,Shewanella_W3_18_1_NC_008750_1,+,175014,175715,9816,701,752.43,1,1,rplA
Sputw3181_0147,Shewanella_W3_18_1_NC_008750_1,+,175982,176482,15436,500,1658.88,1,1,rplJ
Sputw3181_0148,Shewanella_W3_18_1_NC_008750_1,+,176537,176905,24922,368,3639.03,1,1,rplL
Sputw3181_0149,Shewanella_W3_18_1_NC_008750_1,+,177146,181177,25795,4031,343.85,1,1,rpoB
Sputw3181_0150,Shewanella_W3_18_1_NC_008750_1,+,181261,185478,36887,4217,470.02,1,1,Sputw3181_0150
Sputw3181_0151,Shewanella_W3_18_1_NC_008750_1,+,185658,186032,6135,374,881.44,1,1,rpsL
Sputw3181_0152,Shewanella_W3_18_1_NC_008750_1,+,186113,186583,7195,470,822.59,1,1,Sputw3181_0152
Sputw3181_0153,Shewanella_W3_18_1_NC_008750_1,+,186662,188758,40768,2096,1045.15,1,1,fusA
Sputw3181_0154,Shewanella_W3_18_1_NC_008750_1,+,188831,190015,755,1184,34.26,1,1,tuf
Sputw3181_0155,Shewanella_W3_18_1_NC_008750_1,+,190350,190661,11678,311,2017.71,1,1,rpsJ
Sputw3181_0156,Shewanella_W3_18_1_NC_008750_1,+,190689,191327,13587,638,1144.34,1,1,rplC
Sputw3181_0157,Shewanella_W3_18_1_NC_008750_1,+,191345,191950,12575,605,1116.87,1,1,rplD
Sputw3181_0158,Shewanella_W3_18_1_NC_008750_1,+,191947,192252,5372,305,946.43,1,1,rplW
Sputw3181_0159,Shewanella_W3_18_1_NC_008750_1,+,192269,193093,19573,824,1276.38,1,1,rplB
Sputw3181_0160,Shewanella_W3_18_1_NC_008750_1,+,193108,193386,5181,278,1001.43,1,1,rpsS
Sputw3181_0161,Shewanella_W3_18_1_NC_008750_1,+,193402,193734,4335,332,701.62,1,1,rplV
Sputw3181_0162,Shewanella_W3_18_1_NC_008750_1,+,193744,194436,13483,692,1046.96,1,1,rpsC
Sputw3181_0163,Shewanella_W3_18_1_NC_008750_1,+,194448,194858,7540,410,988.19,1,1,rplP
Sputw3181_0164,Shewanella_W3_18_1_NC_008750_1,+,194858,195049,6479,191,1822.74,1,1,Sputw3181_0164
Sputw3181_0165,Shewanella_W3_18_1_NC_008750_1,+,195049,195297,36582,248,7926.23,1,1,rpsQ
Sputw3181_0166,Shewanella_W3_18_1_NC_008750_1,+,195476,195844,19355,368,2826.16,1,1,rplN
Sputw3181_0167,Shewanella_W3_18_1_NC_008750_1,+,195856,196170,6892,314,1179.42,1,1,rplX
Sputw3181_0168,Shewanella_W3_18_1_NC_008750_1,+,196183,196722,13484,539,1344.25,1,1,rplE
Sputw3181_0169,Shewanella_W3_18_1_NC_008750_1,+,196733,197038,8984,305,1582.78,1,1,rpsN
Sputw3181_0170,Shewanella_W3_18_1_NC_008750_1,+,197063,197455,14401,392,1974.05,1,1,rpsH
Sputw3181_0171,Shewanella_W3_18_1_NC_008750_1,+,197466,197999,9823,533,990.3,1,1,rplF
Sputw3181_0172,Shewanella_W3_18_1_NC_008750_1,+,198010,198360,9168,350,1407.53,1,1,rplR
Sputw3181_0173,Shewanella_W3_18_1_NC_008750_1,+,198373,198876,15835,503,1691.61,1,1,rpsE
Sputw3181_0174,Shewanella_W3_18_1_NC_008750_1,+,198883,199065,2129,182,628.57,1,1,rpmD
Sputw3181_0175,Shewanella_W3_18_1_NC_008750_1,+,199069,199503,13125,434,1625.03,1,1,rplO
Sputw3181_0176,Shewanella_W3_18_1_NC_008750_1,+,199511,200851,55162,1340,2212.01,1,1,secY
Sputw3181_0177,Shewanella_W3_18_1_NC_008750_1,+,200873,200986,2422,113,1151.72,1,1,rpmJ
Sputw3181_0178,Shewanella_W3_18_1_NC_008750_1,+,201103,201459,12182,356,1838.74,1,1,rpsM
Sputw3181_0179,Shewanella_W3_18_1_NC_008750_1,+,201475,201867,6104,392,836.72,1,1,Sputw3181_0179
Sputw3181_0180,Shewanella_W3_18_1_NC_008750_1,+,201900,202520,21539,620,1866.74,1,1,rpsD
Sputw3181_0181,Shewanella_W3_18_1_NC_008750_1,+,202545,203534,45951,989,2496.6,1,1,Sputw3181_0181
Sputw3181_0182,Shewanella_W3_18_1_NC_008750_1,+,203575,203970,10987,395,1494.63,1,1,rplQ
Sputw3181_0183,Shewanella_W3_18_1_NC_008750_1,-,204039,204386,242,347,37.47,1,1,Sputw3181_0183
Sputw3181_0184,Shewanella_W3_18_1_NC_008750_1,-,204640,205128,2675,488,294.55,1,1,Sputw3181_0184
Sputw3181_0185,Shewanella_W3_18_1_NC_008750_1,-,205125,205325,983,200,264.1,1,1,Sputw3181_0185
Sputw3181_0186,Shewanella_W3_18_1_NC_008750_1,-,205325,206071,1144,746,82.4,1,1,Sputw3181_0186
Sputw3181_0187,Shewanella_W3_18_1_NC_008750_1,-,206073,206759,521,686,40.81,1,1,Sputw3181_0187
Sputw3181_0188,Shewanella_W3_18_1_NC_008750_1,-,206771,207421,976,650,80.68,1,1,Sputw3181_0188
Sputw3181_0189,Shewanella_W3_18_1_NC_008750_1,+,207742,208041,5217,299,937.56,1,1,Sputw3181_0189
Sputw3181_0190,Shewanella_W3_18_1_NC_008750_1,-,208103,209350,1204,1247,51.88,1,1,Sputw3181_0190
Sputw3181_0191,Shewanella_W3_18_1_NC_008750_1,+,209747,211726,2769,1979,75.18,1,1,Sputw3181_0191
Sputw3181_0192,Shewanella_W3_18_1_NC_008750_1,+,211738,212292,702,554,68.09,1,1,Sputw3181_0192
Sputw3181_0193,Shewanella_W3_18_1_NC_008750_1,+,212289,212768,1316,479,147.63,1,1,Sputw3181_0193
Sputw3181_0194,Shewanella_W3_18_1_NC_008750_1,+,212765,213352,1213,587,111.04,1,1,Sputw3181_0194
Sputw3181_R0008,Shewanella_W3_18_1_NC_008750_1,+,213887,215421,27,1534,0.95,1,1,Sputw3181_R0008
id8,Shewanella_W3_18_1_NC_008750_1,+,213887,215421,27,1534,0.95,1,0,rna7
Sputw3181_R0009,Shewanella_W3_18_1_NC_008750_1,+,215901,218793,0,2892,0,1,0,Sputw3181_R0009
id9,Shewanella_W3_18_1_NC_008750_1,+,215901,218793,0,2892,0,1,0,rna8
Sputw3181_R0010,Shewanella_W3_18_1_NC_008750_1,+,218976,219091,14,115,6.54,1,1,Sputw3181_R0010
id10,Shewanella_W3_18_1_NC_008750_1,+,218976,219091,14,115,6.54,1,0,rna9
Sputw3181_R0011,Shewanella_W3_18_1_NC_008750_1,+,219128,219204,2,76,1.41,1,0,Sputw3181_R0011
id11,Shewanella_W3_18_1_NC_008750_1,+,219128,219204,2,76,1.41,1,0,rna10
Sputw3181_0195,Shewanella_W3_18_1_NC_008750_1,+,219543,220055,1474,512,154.7,1,1,Sputw3181_0195
Sputw3181_0196,Shewanella_W3_18_1_NC_008750_1,+,220466,220675,182,209,46.79,1,1,Sputw3181_0196
Sputw3181_0197,Shewanella_W3_18_1_NC_008750_1,+,221141,222544,82,1403,3.14,1,1,Sputw3181_0197
Sputw3181_0198,Shewanella_W3_18_1_NC_008750_1,+,222612,224120,234,1508,8.34,1,1,Sputw3181_0198
Sputw3181_0199,Shewanella_W3_18_1_NC_008750_1,-,224204,224881,239,677,18.97,1,1,Sputw3181_0199
Sputw3181_0200,Shewanella_W3_18_1_NC_008750_1,-,224871,226538,340,1667,10.96,1,1,Sputw3181_0200
Sputw3181_0201,Shewanella_W3_18_1_NC_008750_1,-,226722,227087,79,365,11.63,1,1,Sputw3181_0201
Sputw3181_0202,Shewanella_W3_18_1_NC_008750_1,-,227100,227483,33,383,4.63,1,1,Sputw3181_0202
Sputw3181_0203,Shewanella_W3_18_1_NC_008750_1,-,227485,228225,40,740,2.9,1,1,Sputw3181_0203
Sputw3181_0204,Shewanella_W3_18_1_NC_008750_1,-,228225,230000,64,1775,1.94,1,1,Sputw3181_0204
Sputw3181_0205,Shewanella_W3_18_1_NC_008750_1,-,230316,230792,40,476,4.52,1,1,Sputw3181_0205
Sputw3181_0206,Shewanella_W3_18_1_NC_008750_1,-,230895,232211,114,1316,4.65,1,1,Sputw3181_0206
Sputw3181_0207,Shewanella_W3_18_1_NC_008750_1,-,232216,232875,217,659,17.69,1,1,Sputw3181_0207
Sputw3181_0208,Shewanella_W3_18_1_NC_008750_1,-,232875,233141,65,266,13.13,1,1,Sputw3181_0208
Sputw3181_0209,Shewanella_W3_18_1_NC_008750_1,-,233134,233697,50,563,4.77,1,1,Sputw3181_0209
