#Gene-ID,Chr,Strand,Start,End,Count,Length,RPKM,#-exons,#-expr-exons(>10 reads),Transcripts
Sputw3181_0019,Shewanella_W3_18_1_NC_008750_1,+,24326,24880,394,554,44.14,1,1,Sputw3181_0019
Sputw3181_0020,Shewanella_W3_18_1_NC_008750_1,-,24920,26362,879,1442,37.83,1,1,Sputw3181_0020
Sputw3181_0021,Shewanella_W3_18_1_NC_008750_1,-,26383,27792,944,1409,41.58,1,1,trkA
Sputw3181_0022,Shewanella_W3_18_1_NC_008750_1,-,27808,29097,537,1289,25.86,1,1,Sputw3181_0022
Sputw3181_0023,Shewanella_W3_18_1_NC_008750_1,-,29100,30056,329,956,21.36,1,1,Sputw3181_0023
Sputw3181_0024,Shewanella_W3_18_1_NC_008750_1,-,30066,30578,650,512,78.79,1,1,def
Sputw3181_0025,Shewanella_W3_18_1_NC_008750_1,+,30704,31828,1157,1124,63.89,1,1,Sputw3181_0025
Sputw3181_0026,Shewanella_W3_18_1_NC_008750_1,+,31907,32929,1783,1022,108.28,1,1,Sputw3181_0026
Sputw3181_0027,Shewanella_W3_18_1_NC_008750_1,+,32932,33405,1979,473,259.68,1,1,Sputw3181_0027
Sputw3181_0028,Shewanella_W3_18_1_NC_008750_1,+,33519,34088,393,569,42.87,1,1,Sputw3181_0028
Sputw3181_0029,Shewanella_W3_18_1_NC_008750_1,+,34236,34802,284,566,31.14,1,1,Sputw3181_0029
Sputw3181_0030,Shewanella_W3_18_1_NC_008750_1,+,34828,35736,540,908,36.91,1,1,Sputw3181_0030
Sputw3181_0031,Shewanella_W3_18_1_NC_008750_1,-,35771,36208,128,437,18.18,1,1,Sputw3181_0031
Sputw3181_0032,Shewanella_W3_18_1_NC_008750_1,+,36350,37198,1254,848,91.78,1,1,aroE
Sputw3181_0033,Shewanella_W3_18_1_NC_008750_1,+,37204,37479,365,275,82.38,1,1,Sputw3181_0033
Sputw3181_0034,Shewanella_W3_18_1_NC_008750_1,-,37613,38161,256,548,28.99,1,1,Sputw3181_0034
Sputw3181_R0001,Shewanella_W3_18_1_NC_008750_1,+,38735,40269,461733,1534,18681.66,1,1,Sputw3181_R0001
id1,Shewanella_W3_18_1_NC_008750_1,+,38735,40269,461733,1534,18681.66,1,0,rna0
Sputw3181_R0002,Shewanella_W3_18_1_NC_008750_1,+,40645,43537,21799,2892,467.83,1,1,Sputw3181_R0002
id2,Shewanella_W3_18_1_NC_008750_1,+,40645,43537,21799,2892,467.83,1,0,rna1
Sputw3181_R0003,Shewanella_W3_18_1_NC_008750_1,+,43712,43827,0,115,0,1,0,Sputw3181_R0003
id3,Shewanella_W3_18_1_NC_008750_1,+,43712,43827,0,115,0,1,0,rna2
Sputw3181_0035,Shewanella_W3_18_1_NC_008750_1,+,44067,46517,2487,2450,63,1,1,Sputw3181_0035
Sputw3181_0036,Shewanella_W3_18_1_NC_008750_1,-,46474,47457,360,983,22.73,1,1,Sputw3181_0036
Sputw3181_0037,Shewanella_W3_18_1_NC_008750_1,-,47553,49364,262,1811,8.98,1,1,Sputw3181_0037
Sputw3181_0038,Shewanella_W3_18_1_NC_008750_1,+,49575,50570,1506,995,93.94,1,1,Sputw3181_0038
Sputw3181_0039,Shewanella_W3_18_1_NC_008750_1,-,50667,52007,1241,1340,57.48,1,1,Sputw3181_0039
Sputw3181_0040,Shewanella_W3_18_1_NC_008750_1,-,52292,52759,236,467,31.36,1,1,Sputw3181_0040
Sputw3181_0041,Shewanella_W3_18_1_NC_008750_1,-,52829,53380,344,551,38.75,1,1,Sputw3181_0041
Sputw3181_0042,Shewanella_W3_18_1_NC_008750_1,-,53471,54109,340,638,33.08,1,1,Sputw3181_0042
Sputw3181_0043,Shewanella_W3_18_1_NC_008750_1,-,54928,55551,1625,623,161.89,1,1,Sputw3181_0043
Sputw3181_0044,Shewanella_W3_18_1_NC_008750_1,+,55721,56380,1539,659,144.94,1,1,engB
Sputw3181_0045,Shewanella_W3_18_1_NC_008750_1,-,57192,59960,1125,2768,25.23,1,1,Sputw3181_0045
Sputw3181_0046,Shewanella_W3_18_1_NC_008750_1,+,60347,61009,987,662,92.54,1,1,Sputw3181_0046
Sputw3181_0047,Shewanella_W3_18_1_NC_008750_1,-,61096,61941,668,845,49.06,1,1,Sputw3181_0047
Sputw3181_0048,Shewanella_W3_18_1_NC_008750_1,-,61938,62243,190,305,38.66,1,1,Sputw3181_0048
Sputw3181_0049,Shewanella_W3_18_1_NC_008750_1,-,62354,63379,881,1025,53.35,1,1,tdh
Sputw3181_0050,Shewanella_W3_18_1_NC_008750_1,-,63391,64584,557,1193,28.98,1,1,Sputw3181_0050
Sputw3181_0051,Shewanella_W3_18_1_NC_008750_1,-,64872,65519,165,647,15.83,1,1,Sputw3181_0051
Sputw3181_0052,Shewanella_W3_18_1_NC_008750_1,+,65662,66927,538,1265,26.4,1,1,Sputw3181_0052
Sputw3181_0053,Shewanella_W3_18_1_NC_008750_1,-,66978,67730,380,752,31.36,1,1,Sputw3181_0053
Sputw3181_0054,Shewanella_W3_18_1_NC_008750_1,+,67829,68872,832,1043,49.51,1,1,Sputw3181_0054
Sputw3181_0055,Shewanella_W3_18_1_NC_008750_1,+,68961,70046,568,1085,32.49,1,1,Sputw3181_0055
Sputw3181_0056,Shewanella_W3_18_1_NC_008750_1,+,70077,71156,805,1079,46.3,1,1,Sputw3181_0056
Sputw3181_0057,Shewanella_W3_18_1_NC_008750_1,+,71321,72280,368,959,23.82,1,1,Sputw3181_0057
Sputw3181_0058,Shewanella_W3_18_1_NC_008750_1,-,72561,73634,280,1073,16.2,1,1,Sputw3181_0058
Sputw3181_0059,Shewanella_W3_18_1_NC_008750_1,-,74334,76175,711,1841,23.97,1,1,Sputw3181_0059
Sputw3181_0060,Shewanella_W3_18_1_NC_008750_1,+,76556,77047,615,491,77.74,1,1,coaD
Sputw3181_0061,Shewanella_W3_18_1_NC_008750_1,+,77138,78613,1794,1475,75.49,1,1,Sputw3181_0061
Sputw3181_0062,Shewanella_W3_18_1_NC_008750_1,-,78679,79686,98,1007,6.04,1,1,Sputw3181_0062
Sputw3181_0063,Shewanella_W3_18_1_NC_008750_1,-,79710,80873,249,1163,13.29,1,1,Sputw3181_0063
Sputw3181_0064,Shewanella_W3_18_1_NC_008750_1,+,81108,81839,702,731,59.6,1,1,Sputw3181_0064
Sputw3181_0065,Shewanella_W3_18_1_NC_008750_1,+,81841,82506,747,665,69.72,1,1,Sputw3181_0065
Sputw3181_0066,Shewanella_W3_18_1_NC_008750_1,+,82516,84240,1324,1724,47.67,1,1,Sputw3181_0066
Sputw3181_0067,Shewanella_W3_18_1_NC_008750_1,-,84303,85118,392,815,29.85,1,1,Sputw3181_0067
Sputw3181_0068,Shewanella_W3_18_1_NC_008750_1,-,85154,85609,260,455,35.47,1,1,Sputw3181_0068
Sputw3181_0069,Shewanella_W3_18_1_NC_008750_1,-,85700,86683,854,983,53.92,1,1,Sputw3181_0069
Sputw3181_0070,Shewanella_W3_18_1_NC_008750_1,-,86700,88511,2201,1811,75.43,1,1,Sputw3181_0070
Sputw3181_0071,Shewanella_W3_18_1_NC_008750_1,-,88548,89138,1315,590,138.33,1,1,Sputw3181_0071
Sputw3181_0072,Shewanella_W3_18_1_NC_008750_1,-,89122,89832,1266,710,110.67,1,1,Sputw3181_0072
Sputw3181_0073,Shewanella_W3_18_1_NC_008750_1,-,89836,90543,1192,707,104.64,1,1,Sputw3181_0073
Sputw3181_0074,Shewanella_W3_18_1_NC_008750_1,-,90540,91364,3575,824,269.28,1,1,Sputw3181_0074
Sputw3181_0075,Shewanella_W3_18_1_NC_008750_1,+,91602,93032,1004,1430,43.58,1,1,Sputw3181_0075
Sputw3181_0076,Shewanella_W3_18_1_NC_008750_1,+,93034,95157,1204,2123,35.2,1,1,Sputw3181_0076
Sputw3181_0077,Shewanella_W3_18_1_NC_008750_1,-,95384,95842,198,458,26.83,1,1,Sputw3181_0077
Sputw3181_0078,Shewanella_W3_18_1_NC_008750_1,-,95942,96601,96,659,9.04,1,1,Sputw3181_0078
Sputw3181_0079,Shewanella_W3_18_1_NC_008750_1,+,96843,97577,465,734,39.32,1,1,Sputw3181_0079
Sputw3181_0080,Shewanella_W3_18_1_NC_008750_1,-,97611,98969,1253,1358,57.27,1,1,Sputw3181_0080
Sputw3181_0081,Shewanella_W3_18_1_NC_008750_1,+,99594,100940,1505,1346,69.4,1,1,Sputw3181_0081
Sputw3181_0082,Shewanella_W3_18_1_NC_008750_1,+,101205,102395,1024,1190,53.41,1,1,Sputw3181_0082
Sputw3181_0083,Shewanella_W3_18_1_NC_008750_1,+,102500,103123,749,623,74.62,1,1,Sputw3181_0083
Sputw3181_0084,Shewanella_W3_18_1_NC_008750_1,+,103372,103518,53,146,22.53,1,1,Sputw3181_0084
Sputw3181_0085,Shewanella_W3_18_1_NC_008750_1,-,103539,104489,215,950,14.05,1,1,Sputw3181_0085
Sputw3181_0086,Shewanella_W3_18_1_NC_008750_1,-,104777,105340,230,563,25.36,1,1,Sputw3181_0086
Sputw3181_0087,Shewanella_W3_18_1_NC_008750_1,+,105594,107123,579,1529,23.5,1,1,Sputw3181_0087
Sputw3181_0088,Shewanella_W3_18_1_NC_008750_1,+,107492,108394,934,902,64.27,1,1,Sputw3181_0088
Sputw3181_0089,Shewanella_W3_18_1_NC_008750_1,+,108404,109801,1090,1397,48.43,1,1,Sputw3181_0089
Sputw3181_0090,Shewanella_W3_18_1_NC_008750_1,+,110012,112213,1390,2201,39.2,1,1,Sputw3181_0090
Sputw3181_0091,Shewanella_W3_18_1_NC_008750_1,-,112352,113299,1191,947,78.06,1,1,Sputw3181_0091
Sputw3181_0092,Shewanella_W3_18_1_NC_008750_1,-,113313,113654,23,341,4.19,1,1,Sputw3181_0092
Sputw3181_0093,Shewanella_W3_18_1_NC_008750_1,-,113654,114274,14,620,1.4,1,1,Sputw3181_0093
Sputw3181_0094,Shewanella_W3_18_1_NC_008750_1,-,114276,116255,39,1979,1.22,1,1,Sputw3181_0094
Sputw3181_0095,Shewanella_W3_18_1_NC_008750_1,-,116258,117334,7,1076,0.4,1,0,Sputw3181_0095
Sputw3181_0096,Shewanella_W3_18_1_NC_008750_1,-,117524,117913,56,389,8.93,1,1,Sputw3181_0096
Sputw3181_0097,Shewanella_W3_18_1_NC_008750_1,+,118314,121964,1597,3650,27.16,1,1,Sputw3181_0097
Sputw3181_0098,Shewanella_W3_18_1_NC_008750_1,+,122043,122519,489,476,63.76,1,1,Sputw3181_0098
Sputw3181_0099,Shewanella_W3_18_1_NC_008750_1,-,122585,124057,1160,1472,48.91,1,1,Sputw3181_0099
Sputw3181_0100,Shewanella_W3_18_1_NC_008750_1,-,124197,125561,420,1364,19.11,1,1,Sputw3181_0100
Sputw3181_0101,Shewanella_W3_18_1_NC_008750_1,-,125554,126249,867,695,77.43,1,1,Sputw3181_0101
Sputw3181_0102,Shewanella_W3_18_1_NC_008750_1,-,126252,126554,508,302,104.4,1,1,Sputw3181_0102
Sputw3181_0103,Shewanella_W3_18_1_NC_008750_1,+,126959,127903,1053,944,69.23,1,1,Sputw3181_0103
Sputw3181_0104,Shewanella_W3_18_1_NC_008750_1,+,127985,128458,2799,473,367.28,1,1,Sputw3181_0104
Sputw3181_0105,Shewanella_W3_18_1_NC_008750_1,-,128539,130521,89,1982,2.79,1,1,Sputw3181_0105
Sputw3181_0106,Shewanella_W3_18_1_NC_008750_1,-,130650,131966,485,1316,22.87,1,1,envZ
Sputw3181_0107,Shewanella_W3_18_1_NC_008750_1,-,132009,132734,353,725,30.22,1,1,ompR
Sputw3181_0108,Shewanella_W3_18_1_NC_008750_1,+,133111,133614,482,503,59.47,1,1,Sputw3181_0108
Sputw3181_0109,Shewanella_W3_18_1_NC_008750_1,+,133702,136143,2516,2441,63.97,1,1,Sputw3181_0109
Sputw3181_0110,Shewanella_W3_18_1_NC_008750_1,+,136360,138324,735,1964,23.23,1,1,Sputw3181_0110
Sputw3181_0111,Shewanella_W3_18_1_NC_008750_1,-,138388,138945,877,557,97.72,1,1,Sputw3181_0111
Sputw3181_0112,Shewanella_W3_18_1_NC_008750_1,-,139007,139729,143,722,12.29,1,1,Sputw3181_0112
Sputw3181_0113,Shewanella_W3_18_1_NC_008750_1,+,139833,140621,77,788,6.06,1,1,Sputw3181_0113
Sputw3181_0114,Shewanella_W3_18_1_NC_008750_1,+,140789,141535,66,746,5.49,1,1,Sputw3181_0114
Sputw3181_0115,Shewanella_W3_18_1_NC_008750_1,+,141538,142215,97,677,8.89,1,1,Sputw3181_0115
Sputw3181_0116,Shewanella_W3_18_1_NC_008750_1,+,142202,143443,93,1241,4.65,1,1,Sputw3181_0116
Sputw3181_0117,Shewanella_W3_18_1_NC_008750_1,+,143623,144387,26,764,2.11,1,1,Sputw3181_0117
Sputw3181_0118,Shewanella_W3_18_1_NC_008750_1,+,144480,146228,546,1748,19.39,1,1,Sputw3181_0118
Sputw3181_0119,Shewanella_W3_18_1_NC_008750_1,+,146468,147046,2079,578,223.24,1,1,Sputw3181_0119
Sputw3181_0120,Shewanella_W3_18_1_NC_008750_1,-,147258,147464,87,206,26.21,1,1,Sputw3181_0120
Sputw3181_0121,Shewanella_W3_18_1_NC_008750_1,-,147821,148765,263,944,17.29,1,1,Sputw3181_0121
Sputw3181_0122,Shewanella_W3_18_1_NC_008750_1,-,148917,149477,193,560,21.39,1,1,Sputw3181_0122
Sputw3181_0123,Shewanella_W3_18_1_NC_008750_1,-,150192,151481,169,1289,8.14,1,1,Sputw3181_0123
Sputw3181_0124,Shewanella_W3_18_1_NC_008750_1,+,151585,152631,346,1046,20.53,1,1,Sputw3181_0124
Sputw3181_0125,Shewanella_W3_18_1_NC_008750_1,-,152632,153264,120,632,11.78,1,1,Sputw3181_0125
Sputw3181_0126,Shewanella_W3_18_1_NC_008750_1,-,153269,154174,268,905,18.38,1,1,Sputw3181_0126
Sputw3181_0127,Shewanella_W3_18_1_NC_008750_1,-,154189,155166,165,977,10.48,1,1,Sputw3181_0127
Sputw3181_0128,Shewanella_W3_18_1_NC_008750_1,-,155166,155726,222,560,24.6,1,1,Sputw3181_0128
Sputw3181_0129,Shewanella_W3_18_1_NC_008750_1,-,155789,156598,197,809,15.11,1,1,Sputw3181_0129
Sputw3181_0130,Shewanella_W3_18_1_NC_008750_1,-,156769,157644,465,875,32.98,1,1,Sputw3181_0130
Sputw3181_0131,Shewanella_W3_18_1_NC_008750_1,-,157641,158207,845,566,92.66,1,1,Sputw3181_0131
Sputw3181_0132,Shewanella_W3_18_1_NC_008750_1,-,158209,159801,1010,1592,39.38,1,1,Sputw3181_0132
Sputw3181_0133,Shewanella_W3_18_1_NC_008750_1,-,159811,161349,1992,1538,80.39,1,1,Sputw3181_0133
Sputw3181_0134,Shewanella_W3_18_1_NC_008750_1,-,161745,162257,1067,512,129.34,1,1,Sputw3181_0134
Sputw3181_0135,Shewanella_W3_18_1_NC_008750_1,-,162254,162874,1546,620,154.76,1,1,Sputw3181_0135
Sputw3181_0136,Shewanella_W3_18_1_NC_008750_1,+,163225,165648,4549,2423,116.52,1,1,Sputw3181_0136
Sputw3181_0137,Shewanella_W3_18_1_NC_008750_1,+,165648,166904,1799,1256,88.9,1,1,Sputw3181_0137
Sputw3181_0138,Shewanella_W3_18_1_NC_008750_1,-,166995,168152,455,1157,24.41,1,1,Sputw3181_0138
Sputw3181_0139,Shewanella_W3_18_1_NC_008750_1,+,168410,169435,2116,1025,128.13,1,1,murB
Sputw3181_0140,Shewanella_W3_18_1_NC_008750_1,+,169428,170387,1340,959,86.72,1,1,Sputw3181_0140
Sputw3181_0141,Shewanella_W3_18_1_NC_008750_1,-,170398,171348,313,950,20.45,1,1,Sputw3181_0141
Sputw3181_R0004,Shewanella_W3_18_1_NC_008750_1,+,171582,171657,28,75,23.17,1,1,Sputw3181_R0004
id4,Shewanella_W3_18_1_NC_008750_1,+,171582,171657,28,75,23.17,1,0,rna3
Sputw3181_R0005,Shewanella_W3_18_1_NC_008750_1,+,171665,171749,3,84,2.22,1,0,Sputw3181_R0005
id5,Shewanella_W3_18_1_NC_008750_1,+,171665,171749,3,84,2.22,1,0,rna4
Sputw3181_R0006,Shewanella_W3_18_1_NC_008750_1,+,171786,171859,280025,73,238080.48,1,1,Sputw3181_R0006
id6,Shewanella_W3_18_1_NC_008750_1,+,171786,171859,280025,73,238080.48,1,0,rna5
Sputw3181_R0007,Shewanella_W3_18_1_NC_008750_1,+,171869,171944,2039,75,1687.35,1,1,Sputw3181_R0007
id7,Shewanella_W3_18_1_NC_008750_1,+,171869,171944,2039,75,1687.35,1,0,rna6
Sputw3181_0142,Shewanella_W3_18_1_NC_008750_1,+,172061,173245,490,1184,25.69,1,1,tuf
Sputw3181_0143,Shewanella_W3_18_1_NC_008750_1,+,173521,173892,2559,371,428.1,1,1,secE
Sputw3181_0144,Shewanella_W3_18_1_NC_008750_1,+,173902,174453,2270,551,255.7,1,1,Sputw3181_0144
Sputw3181_0145,Shewanella_W3_18_1_NC_008750_1,+,174581,175009,4925,428,714.19,1,1,rplK
Sputw3181_0146,Shewanella_W3_18_1_NC_008750_1,+,175014,175715,8926,701,790.29,1,1,rplA
Sputw3181_0147,Shewanella_W3_18_1_NC_008750_1,+,175982,176482,12332,500,1530.78,1,1,rplJ
Sputw3181_0148,Shewanella_W3_18_1_NC_008750_1,+,176537,176905,16131,368,2720.59,1,1,rplL
Sputw3181_0149,Shewanella_W3_18_1_NC_008750_1,+,177146,181177,38382,4031,590.97,1,1,rpoB
Sputw3181_0150,Shewanella_W3_18_1_NC_008750_1,+,181261,185478,49201,4217,724.14,1,1,Sputw3181_0150
Sputw3181_0151,Shewanella_W3_18_1_NC_008750_1,+,185658,186032,5483,374,909.91,1,1,rpsL
Sputw3181_0152,Shewanella_W3_18_1_NC_008750_1,+,186113,186583,7804,470,1030.55,1,1,Sputw3181_0152
Sputw3181_0153,Shewanella_W3_18_1_NC_008750_1,+,186662,188758,43974,2096,1302.13,1,1,fusA
Sputw3181_0154,Shewanella_W3_18_1_NC_008750_1,+,188831,190015,924,1184,48.44,1,1,tuf
Sputw3181_0155,Shewanella_W3_18_1_NC_008750_1,+,190350,190661,7370,311,1470.81,1,1,rpsJ
Sputw3181_0156,Shewanella_W3_18_1_NC_008750_1,+,190689,191327,10408,638,1012.5,1,1,rplC
Sputw3181_0157,Shewanella_W3_18_1_NC_008750_1,+,191345,191950,11265,605,1155.65,1,1,rplD
Sputw3181_0158,Shewanella_W3_18_1_NC_008750_1,+,191947,192252,5725,305,1165,1,1,rplW
Sputw3181_0159,Shewanella_W3_18_1_NC_008750_1,+,192269,193093,20021,824,1508.02,1,1,rplB
Sputw3181_0160,Shewanella_W3_18_1_NC_008750_1,+,193108,193386,5630,278,1256.94,1,1,rpsS
Sputw3181_0161,Shewanella_W3_18_1_NC_008750_1,+,193402,193734,5579,332,1042.96,1,1,rplV
Sputw3181_0162,Shewanella_W3_18_1_NC_008750_1,+,193744,194436,17083,692,1532.17,1,1,rpsC
Sputw3181_0163,Shewanella_W3_18_1_NC_008750_1,+,194448,194858,10545,410,1596.29,1,1,rplP
Sputw3181_0164,Shewanella_W3_18_1_NC_008750_1,+,194858,195049,6677,191,2169.69,1,1,Sputw3181_0164
Sputw3181_0165,Shewanella_W3_18_1_NC_008750_1,+,195049,195297,23968,248,5998.32,1,1,rpsQ
Sputw3181_0166,Shewanella_W3_18_1_NC_008750_1,+,195476,195844,14493,368,2444.33,1,1,rplN
Sputw3181_0167,Shewanella_W3_18_1_NC_008750_1,+,195856,196170,5287,314,1045.03,1,1,rplX
Sputw3181_0168,Shewanella_W3_18_1_NC_008750_1,+,196183,196722,12956,539,1491.87,1,1,rplE
Sputw3181_0169,Shewanella_W3_18_1_NC_008750_1,+,196733,197038,7739,305,1574.83,1,1,rpsN
Sputw3181_0170,Shewanella_W3_18_1_NC_008750_1,+,197063,197455,14131,392,2237.36,1,1,rpsH
Sputw3181_0171,Shewanella_W3_18_1_NC_008750_1,+,197466,197999,13237,533,1541.39,1,1,rplF
Sputw3181_0172,Shewanella_W3_18_1_NC_008750_1,+,198010,198360,9743,350,1727.72,1,1,rplR
Sputw3181_0173,Shewanella_W3_18_1_NC_008750_1,+,198373,198876,15410,503,1901.45,1,1,rpsE
Sputw3181_0174,Shewanella_W3_18_1_NC_008750_1,+,198883,199065,3039,182,1036.36,1,1,rpmD
Sputw3181_0175,Shewanella_W3_18_1_NC_008750_1,+,199069,199503,16214,434,2318.73,1,1,rplO
Sputw3181_0176,Shewanella_W3_18_1_NC_008750_1,+,199511,200851,70180,1340,3250.56,1,1,secY
Sputw3181_0177,Shewanella_W3_18_1_NC_008750_1,+,200873,200986,1910,113,1049.07,1,1,rpmJ
Sputw3181_0178,Shewanella_W3_18_1_NC_008750_1,+,201103,201459,13373,356,2331.46,1,1,rpsM
Sputw3181_0179,Shewanella_W3_18_1_NC_008750_1,+,201475,201867,7993,392,1265.53,1,1,Sputw3181_0179
Sputw3181_0180,Shewanella_W3_18_1_NC_008750_1,+,201900,202520,20311,620,2033.24,1,1,rpsD
Sputw3181_0181,Shewanella_W3_18_1_NC_008750_1,+,202545,203534,49480,989,3105.15,1,1,Sputw3181_0181
Sputw3181_0182,Shewanella_W3_18_1_NC_008750_1,+,203575,203970,11204,395,1760.46,1,1,rplQ
Sputw3181_0183,Shewanella_W3_18_1_NC_008750_1,-,204039,204386,472,347,84.42,1,1,Sputw3181_0183
Sputw3181_0184,Shewanella_W3_18_1_NC_008750_1,-,204640,205128,2203,488,280.18,1,1,Sputw3181_0184
Sputw3181_0185,Shewanella_W3_18_1_NC_008750_1,-,205125,205325,896,200,278.05,1,1,Sputw3181_0185
Sputw3181_0186,Shewanella_W3_18_1_NC_008750_1,-,205325,206071,1404,746,116.81,1,1,Sputw3181_0186
Sputw3181_0187,Shewanella_W3_18_1_NC_008750_1,-,206073,206759,676,686,61.16,1,1,Sputw3181_0187
Sputw3181_0188,Shewanella_W3_18_1_NC_008750_1,-,206771,207421,1320,650,126.04,1,1,Sputw3181_0188
Sputw3181_0189,Shewanella_W3_18_1_NC_008750_1,+,207742,208041,7330,299,1521.54,1,1,Sputw3181_0189
Sputw3181_0190,Shewanella_W3_18_1_NC_008750_1,-,208103,209350,909,1247,45.24,1,1,Sputw3181_0190
Sputw3181_0191,Shewanella_W3_18_1_NC_008750_1,+,209747,211726,3309,1979,103.78,1,1,Sputw3181_0191
Sputw3181_0192,Shewanella_W3_18_1_NC_008750_1,+,211738,212292,769,554,86.15,1,1,Sputw3181_0192
Sputw3181_0193,Shewanella_W3_18_1_NC_008750_1,+,212289,212768,1190,479,154.19,1,1,Sputw3181_0193
Sputw3181_0194,Shewanella_W3_18_1_NC_008750_1,+,212765,213352,1256,587,132.8,1,1,Sputw3181_0194
Sputw3181_R0008,Shewanella_W3_18_1_NC_008750_1,+,213887,215421,34,1534,1.38,1,1,Sputw3181_R0008
id8,Shewanella_W3_18_1_NC_008750_1,+,213887,215421,34,1534,1.38,1,0,rna7
Sputw3181_R0009,Shewanella_W3_18_1_NC_008750_1,+,215901,218793,0,2892,0,1,0,Sputw3181_R0009
id9,Shewanella_W3_18_1_NC_008750_1,+,215901,218793,0,2892,0,1,0,rna8
Sputw3181_R0010,Shewanella_W3_18_1_NC_008750_1,+,218976,219091,6,115,3.24,1,0,Sputw3181_R0010
id10,Shewanella_W3_18_1_NC_008750_1,+,218976,219091,6,115,3.24,1,0,rna9
Sputw3181_R0011,Shewanella_W3_18_1_NC_008750_1,+,219128,219204,4,76,3.27,1,0,Sputw3181_R0011
id11,Shewanella_W3_18_1_NC_008750_1,+,219128,219204,4,76,3.27,1,0,rna10
Sputw3181_0195,Shewanella_W3_18_1_NC_008750_1,+,219543,220055,1817,512,220.26,1,1,Sputw3181_0195
Sputw3181_0196,Shewanella_W3_18_1_NC_008750_1,+,220466,220675,178,209,52.86,1,1,Sputw3181_0196
Sputw3181_0197,Shewanella_W3_18_1_NC_008750_1,+,221141,222544,120,1403,5.31,1,1,Sputw3181_0197
Sputw3181_0198,Shewanella_W3_18_1_NC_008750_1,+,222612,224120,299,1508,12.31,1,1,Sputw3181_0198
Sputw3181_0199,Shewanella_W3_18_1_NC_008750_1,-,224204,224881,379,677,34.75,1,1,Sputw3181_0199
Sputw3181_0200,Shewanella_W3_18_1_NC_008750_1,-,224871,226538,398,1667,14.82,1,1,Sputw3181_0200
Sputw3181_0201,Shewanella_W3_18_1_NC_008750_1,-,226722,227087,89,365,15.13,1,1,Sputw3181_0201
Sputw3181_0202,Shewanella_W3_18_1_NC_008750_1,-,227100,227483,56,383,9.07,1,1,Sputw3181_0202
Sputw3181_0203,Shewanella_W3_18_1_NC_008750_1,-,227485,228225,59,740,4.95,1,1,Sputw3181_0203
Sputw3181_0204,Shewanella_W3_18_1_NC_008750_1,-,228225,230000,81,1775,2.83,1,1,Sputw3181_0204
Sputw3181_0205,Shewanella_W3_18_1_NC_008750_1,-,230316,230792,68,476,8.87,1,1,Sputw3181_0205
Sputw3181_0206,Shewanella_W3_18_1_NC_008750_1,-,230895,232211,120,1316,5.66,1,1,Sputw3181_0206
Sputw3181_0207,Shewanella_W3_18_1_NC_008750_1,-,232216,232875,249,659,23.45,1,1,Sputw3181_0207
Sputw3181_0208,Shewanella_W3_18_1_NC_008750_1,-,232875,233141,127,266,29.63,1,1,Sputw3181_0208
