"","Lactate_CC","Shew_HL_HO2","C_lim_CC","FC.HLHO.div.C_Lim","FC.HLHO.div.C_Lim","FC.lact.div.HLHO","W3181","X","Genome.count","PMID","Product.Descriptor","GENE","Alias","Role","Regulated.by","Essentiality.Class.in.MR.1","FIG.Function","FIG.Subsystem","CAZY","family","Merops.family","cofactor..organic.","cofactor..inorganic","substrate","Transport.Family","EC.NUMBER","evolution","Genome.count.1","Localization","Group.ID"
"0013",39.1707317200382,115.377250214274,413.964395173666,0.278712980051995,0.278712980051995,0.339501345779101,"W3181_0013",NA,22,"","aerobic fatty oxidation complex 3-hydroxyacyl-CoA epimerase alpha subunit FadB","fadB","","FA oxidation I","","Dispensable","Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)","Acetyl-CoA fermentation to Butyrate; <br>Acetyl-CoA fermentation to Butyrate; <br>Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Butyrate metabolism cluster; <br>Isoleucine degradation; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation; <br>Valine degradation","","","","NAD","","","","4.2.1.17, 5.3.3.8, 1.1.1.35, 5.1.2.3","core",1,"cyt","Shw00021"
"0014",72.9386038924848,78.158782403218,75.2662536679394,1.03843061922598,1.03843061922598,0.933210595786889,"W3181_0014",NA,22,"","Xaa-Pro dipeptidase PepQ","pepQ","","peptidase","","Dispensable","Xaa-Pro dipeptidase PepQ (EC 3.4.13.9)","Cluster co-expressed with butyrate metabolism cluster; <br>Dipeptidases (EC 3.4.13.-)","","","M24B","","","","","3.4.13.9","core",1,"cyt","Shw00022"
"0015",49.9764508152211,38.1489295063326,16.0140965250935,2.3822092895815,2.3822092895815,1.31003547050842,"W3181_0015",NA,22,"","potassium uptake associated protein YigZ","yigZ","","CPO analysis","","Dispensable","FIG000605: protein co-occurring with transport systems (COG1739)","CPO analysis; <br>Cluster co-expressed with butyrate metabolism cluster","","","","","","","","","core",1,"cyt","Shw00023"
"0016",44.5735912676296,41.8707762874382,25.6225544401496,1.63413746998731,1.63413746998731,1.06455134630504,"W3181_0016",NA,22,"","potassium uptake transporter TrkH","trkH","","Transport - potassium Transport | uptake","","Dispensable","Potassium uptake protein TrkH","Cluster co-expressed with butyrate metabolism cluster; <br>Potassium homeostasis","","","","","","","2.A.38.1","","core",1,"IM 10 TM","Shw00024"
"0017",45.9243061545275,42.8012379827146,58.4514523165912,0.73225277193952,0.73225277193952,1.07296677196753,"W3181_0017",NA,22,"","oxygen-independent protoporphyrinogen oxidase HemG","hemG","","Cofactor synth - heme siroheme","","Dispensable","Protoporphyrinogen IX oxidase oxygen-independent HemG (EC 1.3.-.-)","CPO analysis; <br>Cluster co-expressed with butyrate metabolism cluster; <br>Experimental tye; <br>Heme and Siroheme Biosynthesis","","","","","","","","1.3.3.4","core",1,"cyt","Shw00025a"
"0018",152.630782219459,87.463399355982,77.6683681467034,1.12611351883662,1.12611351883662,1.74508175240527,"W3181_0018",NA,22,"","transcriptional regulator ArsR family","","","Sensory transduction","","Dispensable","Transcriptional regulator ArsR family","","","ArsR HTH_5","","","","","","","core",1,"cyt","Shw00026"
"0019",37.8200168331403,40.9403145921618,30.4267833976776,1.34553541388429,1.34553541388429,0.923784226132476,"W3181_0019",NA,20,"","oxygen-independent protoporphyrinogen oxidase HemG","hemG","","Cofactor synth - heme siroheme","","Surprise Dispensable","Protoporphyrinogen IX oxidase oxygen-independent HemG (EC 1.3.-.-)","CPO analysis; <br>Cluster co-expressed with butyrate metabolism cluster; <br>Experimental tye; <br>Heme and Siroheme Biosynthesis","","","","","","","","1.3.3.4","no Sden Svi",1,"cyt","Shw00027"
"0020",36.4693019462424,34.427082725227,32.8288978764416,1.04868225716259,1.04868225716259,1.05932013575809,"W3181_0020",NA,21,"","potassium uptake transporter TrkI","trkI","","Transport | uptake - potassium","","Dispensable","Potassium uptake protein TrkH","Cluster co-expressed with butyrate metabolism cluster; <br>Potassium homeostasis","","","","","","","2.A.38.1","","no Sden",1,"IM 11 TM","Shw00028"
"0021",45.9243061545275,38.1489295063326,31.2274882239323,1.22164578952898,1.22164578952898,1.20381637830504,"W3181_0021",NA,22,"","potassium uptake protein TrkA","trkA","","Transport | uptake - potassium","","Dispensable","Trk system potassium uptake protein TrkA","Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Glutathione-regulated potassium-efflux system and associated functions; <br>Potassium homeostasis","","","","NAD","","","2.A.38.1","","core",1,"cyt-IM assoc","Shw00029"
"0022",22.9621530772637,23.2615423819101,23.2204399613855,1.00177009654395,1.00177009654395,0.987129430210131,"W3181_0022",NA,22,"","16S rRNA (cytosine967-C5)-methyltransferase RsmB","rsmB","","rRNA modification - 16S","","Dispensable","Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)","Conserved gene cluster associated with Met-tRNA formyltransferase","","","","","","","","2.1.1.176","core",1,"cyt","Shw00030"
"0023",17.5592935296723,19.5396956008045,20.8183254826215,0.938581521223482,0.938581521223482,0.898647240387375,"W3181_0023",NA,22,"","methionyl-tRNA formyltransferase Fmt","fmt","","Translation initiation factors","","Expected Essential","Methionyl-tRNA formyltransferase (EC 2.1.2.9)","Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Folate Biosynthesis; <br>Translation initiation factors bacterial","","","","","","","","2.1.2.9","core",1,"cyt","Shw00031"
"0024",54.0285954759147,72.5760122315595,60.0528619691005,1.20853544447062,1.20853544447062,0.744441500912618,"W3181_0024",NA,22,"","peptide deformylase Def","def","","Translation termination factors","","Surprise Dispensable","Peptide deformylase (EC 3.5.1.88)","Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Translation termination factors bacterial","","","","","","","","3.5.1.88","core",1,"cyt","Shw00032"
"0025",124.265769594604,58.6190868024135,54.4479281853178,1.07660821552105,1.07660821552105,2.11988579783688,"W3181_0025",NA,22,"","peptidoglycan-binding protein","","","Conserved gene cluster associated with Met-tRNA formyltransferase","","Dispensable","Uncharacterized protein with LysM domain COG1652","Conserved gene cluster associated with Met-tRNA formyltransferase","CBM50","","","","","","","","core",1,"peri","Shw00033"
"0026",136.422203576685,100.489863089852,104.091627413108,0.965398136115582,0.965398136115582,1.35757179263648,"W3181_0026",NA,22,"","DNA processing protein DprA","dprA","","","","Dispensable","Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake","CBSS-272943.3.peg.1367; <br>Conserved gene cluster associated with Met-tRNA formyltransferase","","","","","","","","","core",1,"cyt","Shw00034"
"0027",370.095879010016,240.989579076589,159.34026042468,1.51242114475208,1.51242114475208,1.53573395342707,"W3181_0027",NA,22,"","protein of unknown function DUF494 Smg","smg","","Conserved gene cluster associated with Met-tRNA formyltransferase","","Dispensable","Protein of unknown function Smg","Conserved gene cluster associated with Met-tRNA formyltransferase","","","","","","","","","core",1,"cyt","Shw00035"
"0028",35.1185870593446,39.079391201609,36.0317171814603,1.08458309119158,1.08458309119158,0.898647240387375,"W3181_0028",NA,22,"","putative DNA topoisomerase YrdD","yrdD","","Conserved gene cluster associated with Met-tRNA formyltransferase","","Dispensable","Similar to C-terminal Zn-finger domain of DNA topoisomerase I","Conserved gene cluster associated with Met-tRNA formyltransferase","","","","","Zn","","","","core",1,"cyt","Shw00036"
"0029",44.5735912676296,28.8443125535685,54.4479281853178,0.529759598113534,0.529759598113534,1.54531647044281,"W3181_0029",NA,22,"15716138","threonylcarbamoyladenosine t(6)A tRNA modification protein RimN","rimN","yrdC","tRNA modification","","Expected Essential","Sua5 YciO YrdC YwlC family protein","Experimental tye","","","","","","","","","core",1,"cyt","Shw00037"
"0030",40.521446606936,33.4966210299506,71.262729536666,0.470044036310957,0.470044036310957,1.209717438983,"W3181_0030",NA,22,"","aerobic coproporphyrinogen III oxidase HemF","hemF","","Cofactor synth - heme siroheme","","New Essential","Coproporphyrinogen III oxidase aerobic (EC 1.3.3.3)","CPO analysis; <br>Experimental tye; <br>Heme and Siroheme Biosynthesis","","","","","","","","1.3.3.3","core",1,"cyt","Shw00038a"
"0031",14.8578637558765,16.7483105149753,15.2133916988388,1.10089261135987,1.10089261135987,0.88712612192087,"W3181_0031",NA,18,"","globin","","","oxidative stress","","Dispensable","Hemoglobin-like protein HbO","Bacterial hemoglobins","","","","heme","","","","","no Shal Ssed Sben",1,"cyt","Shw00039"
"0032",16.2085786427744,84.6720142701528,52.0458137065538,1.62687463678737,1.62687463678737,0.191427814520387,"W3181_0032",NA,22,"","shikimate 5-dehydrogenase AroE","aroE","","Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)","","Dispensable","Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)","CBSS-281090.3.peg.464; <br>Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)","","","","","","","","1.1.1.25","core",1,"cyt","Shw00040"
"0033",17.5592935296723,76.2978590126652,24.8218496138949,3.07381843816968,3.07381843816968,0.230141366440669,"W3181_0033",NA,22,"22125379","G-protein receptor interacting sweet protein ","","","","","Unknown","hypothetical protein","","","","","","","","","","core",1,"cyt","Shw00041"
"0034",21.6114381903659,26.0529274677393,56.0493378378272,0.464821324796391,0.464821324796391,0.829520529588346,"W3181_0034",NA,22,"","trimeric LpxA-like enzyme YrdA","yrdA","","","","Dispensable","carbonic anhydrase family 3","","","","","","","","","","core",1,"cyt","Shw00042"
"R0001",12242.8797348423,17381.9549294585,9472.33809459279,1.83502264761652,1.83502264761652,0.704344234266385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"id1",12242.8797348423,17381.9549294585,9472.33809459279,1.83502264761652,1.83502264761652,0.704344234266385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R0002",155.332211993255,434.525611694081,250.620610617713,1.7337983920121,1.7337983920121,0.35747538882153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"id2",155.332211993255,434.525611694081,250.620610617713,1.7337983920121,1.7337983920121,0.35747538882153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R0003",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"id3",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0035",56.7300252497104,58.6190868024135,39.234536486479,1.4940685439884,1.4940685439884,0.967773951186403,"W3181_0035",NA,18,"","bifunctional diguanylate cyclase/phosphodiesterase with PAS sensory domain","","","1 CP|Sensory transduction","","Dispensable","diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)","Bacterial hemoglobins","","","","","","","","","",1,"IM 2 TM","Shw07015"
"0036",20.260723303468,20.4701572960809,13.6119820463295,1.50383369787068,1.50383369787068,0.989768813713367,"W3181_0036",NA,22,"","lysophospholipase L2 LypA","lypA","","peptidase","","Dispensable","Lysophospholipase L2 (EC 3.1.1.5)","Triacylglycerol metabolism","","","S33.010","","","","","3.1.1.5","core",1,"cyt","Shw07412"
"0037",6.75357443448934,7.44369356221123,5.60493378378272,1.32806092798969,1.32806092798969,0.907288079237253,"W3181_0037",NA,22,"","lipoprotein of unknown function DUF885","","","","ArgR","Dispensable","protein of unknown function DUF885","","","","","","","","","","core",1,"LP-OM","Shw07411"
"0038",91.848612309055,86.5329376607056,85.6754164092501,1.01000895341272,1.01000895341272,1.0614294948496,"W3181_0038",NA,22,"","adenosine deaminase Add","add","","Purine conversions - adenine/adenosine salvage","","Dispensable","Adenosine deaminase (EC 3.5.4.4)","Purine conversions","","","","","","","","3.5.4.4","core",1,"cyt","Shw07488"
"0039",62.1328847973019,53.036316630755,38.4338316602243,1.37993830798929,1.37993830798929,1.1715158356467,"W3181_0039",NA,22,"","coproporphyrinogen III oxidase oxygen-independent HemN","hemN","","Cofactor synth - heme siroheme","","Dispensable","Coproporphyrinogen III oxidase oxygen-independent (EC 1.3.99.22)","CPO analysis; <br>Experimental tye; <br>Heme and Siroheme Biosynthesis","","","","SAM","4Fe-4S","","","1.3.99.22","core",1,"cyt","Shw07410"
"0040",29.7157275117531,28.8443125535685,65.6577957528833,0.439312837460004,0.439312837460004,1.0302109802952,"W3181_0040",NA,22,"","protein of unknown function DUF2489","","","Cofactor synth - heme siroheme","","Dispensable","Periplasmic/membrane protein associated with DUF414","A cluster based subsystem relating to DUF414; <br>CPO analysis; <br>Experimental tye","","","","","","","","","core",1,"IM 1 TM","Shw07409"
"0041",70.2371741186891,35.3575444205034,143.326163899587,0.24669288187518,0.24669288187518,1.98648337348788,"W3181_0041",NA,22,"20434458","GAP-like protein YihI","yihI","","Cofactor synth - heme siroheme","","Dispensable","Protein of unknown function DUF414","A cluster based subsystem relating to DUF414; <br>CPO analysis; <br>Experimental tye","","","","","","","","","core",1,"cyt","Shw07408"
"0042",24.3128679641616,30.7052359441213,32.028193050187,0.958693982392557,0.958693982392557,0.791815050970694,"W3181_0042",NA,22,"","methyltransferase type 11 associated with YihI","","","","","Dispensable","Putative methyltransferase associated with DUF414","A cluster based subsystem relating to DUF414","","","","SAM","","","","","core",1,"cyt","Shw07407"
"0043",187.749369278804,149.804332939501,269.837526447825,0.555164935402218,0.555164935402218,1.25329732187804,"W3181_0043",NA,22,"","diheme cytochrome c4 CytcB","cytcB","","Respiration","","Dispensable","Cytochrome c4","Soluble cytochromes and functionally related electron carriers","","","","heme c (2)","","","","","core",1,"peri","Shw07406"
"0044",105.355761178034,133.986484119802,93.6824646717969,1.43021946091197,1.43021946091197,0.786316335338953,"W3181_0044",NA,22,"12880769","50S ribosome assembly GTPase YihA","yihA","ysxC engB","Ribosome biogenesis - LSU","","Expected Essential","GTP-binding protein EngB","Universal GTPases","","","","GTP","","","","3.6.5.-","core",1,"cyt","Shw07405"
"0045",25.6635828510595,23.2615423819101,32.8288978764416,0.708569092677426,0.708569092677426,1.1032623043525,"W3181_0045",NA,22,"","DNA polymerase I PolA","polA","","DNA-replication","","New Essential","DNA polymerase I (EC 2.7.7.7)","DNA-replication; <br>DNA Repair Base Excision","","","","","","","","2.7.7.7","core",1,"cyt","Shw07404"
"0046",67.5357443448934,85.6024759654292,124.109248069474,0.689734869052709,0.689734869052709,0.788946155858481,"W3181_0046",NA,22,"","isoprenoid biosynthesis protein ElbB","elbB","","","","Dispensable","Sigma cross-reacting protein 27A","","","","C56","","","","","","core",1,"cyt","Shw07295"
"0047",40.521446606936,45.5926230685438,60.8535667953552,0.749218582731025,0.749218582731025,0.888771995987513,"W3181_0047",NA,22,"","intramembrane protease rhomboid family GlpG","glpG","","Glycerol and Glycerol-3-phosphate Uptake and Utilization","","Dispensable","GlpG protein (membrane protein of glp regulon)","Glycerol and Glycerol-3-phosphate Uptake and Utilization","","","","","","","9.B.104.1","","core",1,"IM 6 TM","Shw07403"
"0048",22.9621530772637,35.3575444205034,33.6296027026963,1.05138156799184,1.05138156799184,0.649427256717192,"W3181_0048",NA,22,"","thiosulfate sulfurtransferase GlpE","glpE","","Glycerol and Glycerol-3-phosphate Uptake and Utilization","","Unknown","Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)","Glycerol and Glycerol-3-phosphate Uptake and Utilization","","","","","","","","2.8.1.1","core",1,"cyt","Shw07402"
"0049",31.066442398651,49.3144698496494,23.2204399613855,2.12375260467317,2.12375260467317,0.629966062564734,"W3181_0049",NA,22,"","L-threonine 3-dehydrogenase Tdh","tdh","","Glycine Biosynthesis","","Dispensable","L-threonine 3-dehydrogenase (EC 1.1.1.103)","Glycine Biosynthesis; <br>Threonine degradation","","","","NAD","Zn","","","1.1.1.103","core",1,"cyt","Shw07401"
"0050",16.2085786427744,26.0529274677393,51.2451088802991,0.508398323996053,0.508398323996053,0.622140397191259,"W3181_0050",NA,22,"","2-amino-3-ketobutyrate coenzyme A ligase Kbl","kbl","","Glycine Biosynthesis","","Dispensable","2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)","Glycine Biosynthesis; <br>Glycine and Serine Utilization","","","","pyridoxyl phsophate (PLP)","","","","2.3.1.29","core",1,"cyt","Shw07400"
"0051",17.5592935296723,13.9569254291461,20.8183254826215,0.670415372302487,0.670415372302487,1.25810613654232,"W3181_0051",NA,22,"","transcriptional regulator TetR family","","","Sensory transduction","","Dispensable","Transcriptional regulator TetR family","","","TetR","","","","","","","core",1,"cyt","Shw07399a"
"0052",16.2085786427744,24.1920040771865,26.4232592664042,0.915557154901982,0.915557154901982,0.669997350821356,"W3181_0052",NA,22,"","3-deoxy-D-manno-octulosonic-acid (KDO) transferase KdtA","kdtA","","KDO2-Lipid A biosynthesis","","Expected Essential","3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)","KDO2-Lipid A biosynthesis; <br>LOS core oligosaccharide biosynthesis","GT30","","","","","","","2.-.-.-","core",1,"IM 1 TM","Shw07398a"
"0053",24.3128679641616,28.8443125535685,8.80775308880141,3.27487751561094,3.27487751561094,0.842899892968803,"W3181_0053",NA,22,"","3-deoxy-D-manno-oct-2-ulosonic acid (KDO) kinase KdkA","kdkA","","LPS synth - KDO","","Unknown","3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.-)","","","","","","","","","2.7.1.-","core",1,"cyt","Shw07397"
"0054",62.1328847973019,45.5926230685438,59.2521571428459,0.769467733615647,0.769467733615647,1.36278372718085,"W3181_0054",NA,22,"","ADP-heptose-LPS heptosyltransferase WaaC","waaC","","LOS core oligosaccharide biosynthesis","","Dispensable","ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)","LOS core oligosaccharide biosynthesis","GT9","","","","","","","2.4.1.-","core",1,"cyt","Shw07396"
"0055",39.1707317200382,29.7747742488449,34.430307528951,0.864783860086309,0.864783860086309,1.31556771489402,"W3181_0055",NA,12,"","glycosyl transferase family 4 WabH","wabH","","LPS synth - core polysacch","","Dispensable","Glycosyl transferase group 1 family protein","","GT4","","","","","","","2.4.1.-","",1,"cyt","Shw06759"
"0056",44.5735912676296,42.8012379827146,40.8359461389884,1.04812651669774,1.04812651669774,1.0414089257332,"W3181_0056",NA,12,"","CDP-glycerol glycerophosphotransferase family protein","","","Teichoic and lipoteichoic acids biosynthesis","","Dispensable","CDP-glycerol: N-acetyl-beta-D-mannosaminyl-14-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase","Teichoic and lipoteichoic acids biosynthesis","","","","","","","","","",1,"cyt","Shw06758"
"0057",32.4171572855488,21.4006189913573,20.8183254826215,1.02797023753048,1.02797023753048,1.51477661924828,"W3181_0057",NA,1,"","glycosyl transferase family 2","","","LOS core oligosaccharide biosynthesis","","","Beta-13-glucosyltransferase","LOS core oligosaccharide biosynthesis","GT2","","","","","","","","W3181 only",1,"cyt","W3181_0057"
"0058",16.2085786427744,14.8873871244225,19.2169158301122,0.774702207993985,0.774702207993985,1.0887456950847,"W3181_0058",NA,10,"","glycosyl transferase family 4","","","LPS synth - core polysacch","","Dispensable","Glycosyl transferase group 1 family protein","","GT4","","","","","","","2.4.1.-","",1,"cyt","Shw06586"
"0059",21.6114381903659,21.4006189913573,25.6225544401496,0.835225817993515,0.835225817993515,1.00985107949886,"W3181_0059",NA,5,"","membrane sulfatase with DUF3413 domain","","","LPS synth - core polysacch","","","Choline-sulfatase (EC 3.1.6.6)","","","","","","","","","3.1.6.-","",1,"IM 5 TM","Shw05672"
"0060",62.1328847973019,71.6455505362831,97.6859888030702,0.733427090354961,0.733427090354961,0.867226008205998,"W3181_0060",NA,22,"","phosphopantetheine adenylyltransferase CoaD","coaD","","Cofactor synth - Coenzyme A","","Expected Essential","Phosphopantetheine adenylyltransferase (EC 2.7.7.3)","CBSS-266117.6.peg.1260; <br>Coenzyme A Biosynthesis","","","","","","","","2.7.7.3","core",1,"cyt","Shw07394"
"0061",90.4978974221571,69.7846271457303,51.2451088802991,1.36178122498943,1.36178122498943,1.29681709458978,"W3181_0061",NA,22,"","outer membrane protein in capsule/EPS biosynthesis locus","","","LPS synth - core polysacch","","Dispensable","hypothetical protein","","","","","","","","","","core",1,"OM","Shw07393"
"0062",2.70142977379574,5.58277017165843,3.2028193050187,1.74307996798647,1.74307996798647,0.483886975593202,"W3181_0062",NA,15,"","UDP-glucuronate 4-epimerase WcvA","wcvA","","LPS/capsule biosynthesis - dTDP-L-rhamnose synthesis","","Dispensable","dTDP-glucose 46-dehydratase (EC 4.2.1.46)","Rhamnose containing glycans; <br>dTDP-rhamnose synthesis","","","","","","","","5.1.3.6","",1,"cyt","Shw06893"
"0063",5.40285954759147,12.0960020385933,14.4126868725841,0.839260725326817,0.839260725326817,0.446664900547571,"W3181_0063",NA,13,"","UDP-glucose dehydrogenase WcvB","wcvB","","Lipid A-Ara4N pathway ( Polymyxin resistance )","","Dispensable","UDP-glucose dehydrogenase (EC 1.1.1.22)","Lipid A-Ara4N pathway ( Polymyxin resistance ); <br>Streptococcal Hyaluronic Acid Capsule","","","","","","","","1.1.1.22","",1,"cyt","Shw06788a"
"0064",43.2228763807318,54.8972400213079,46.4408799227711,1.18208871392186,1.18208871392186,0.787341519609277,"W3181_0064",NA,11,"","glycosyl transferase family 2","","","LPS synth - core polysacch","","Dispensable","Glycosyl transferase group 2 family protein","","GT2","","","","","","","2.4.1.-","",1,"cyt","Shw06652"
